"text","cmp_code","eu_code"
"AKIL TUTULMASINDAN AKILLI DEVLETE","H",NA
"Türkiye, on üç yıldır tek başına iktidar olan bir siyasi partinin kurduğu hükümetler tarafından yönetil mektedir.","305.1",NA
"Bu süre içind e milletin d es teği, adalet, huzur ve re fah için kullanıl mak yerine gerilim, kut uplaşma ve çatışma eksenind e heba edil miş,","606.1",NA
"“milli irad e” yolsuzluk,","304",NA
"adaletsizlik","202.1",NA
"ve bölücülük için kılıf yapıl mıştır.","302",NA
"Türk milleti ve d evleti beka sorunu ile yüz yüze bırakıl mıştır.","605.1",NA
"Bugünkü Türkiye ta blosu milli ve manevi d eğerlerimizin tahrip edildiği,","601.1",NA
"terörün azdığı,","605.1",NA
"bölücülüğün cesaret bulduğu,","605.1",NA
"işsizlik ve yoksulluğun tırmandığı,","701",NA
"yolsuzluk","304",NA
"ve adaletsizliğin zirve yaptığı,","202.1",NA
"eğitimin milliliğini kaybettiği,","601.1",NA
"Türkiye’nin uluslararası camiada itibarsızlaştığı,","107",NA
"vatandaşların borç yükü altında bunaldığı bir yıkım ve hezimet ta blosudur.","409",NA
"Türkiye meşruiyetini başka mahfillerd e arayan, liyakatsiz ve basiretsiz AKP hükümetlerinin idaresind e, başta Büyük Ortadoğu Projesi ol mak üzere emperyalis t projelerin taşeronu ol ma zilletine düşürül müş, kan, gözyaşı ve katliamlara ortak edil miştir.","103.1",NA
"Son yıllarda, Türkiye’nin tek milletli ve tek d evletli olarak ilelebet yaşama ülküsünü zed eleyen gelişmeler birbiri peşi sıra meydana gel miştir.","302",NA
"Başta bölücülük hareketlerinin h iç ol madığı kadar güç kazanması ol mak üzere,","302",NA
"siyasî taviz politikalarıyla terör meselesinin aynı zamanda bir kimlik meselesi hâline getiril mesi,","608.1",NA
"sözd e d emokratik söylemlerle kılıflandırılan bölücü taleplerin kabul ve karşılık görmesi, Türkiye üzerind eki sosyal ve siyasî basıncın yüksel mesi bunlardan bazılarıdır.","302",NA
"Millî kimlik ve milli tarih şuurundan yoksun AKP yönetimleri, sis tematik biçimd e yürütülen Türk milletini tasfiye projesinin il mek il mek örül mesine uygun vasat oluşt urmuşlardır.","601.1",NA
