"text","cmp_code","eu_code"
"Memleket ve Dünya Hadiseleri","H",NA
"M.H.P.","H",NA
"Milliyetçi Hareket Partisi","H",NA
"1969 SEÇİM BİLDİRİŞA","H",NA
"12 Ekim 1969 Milletvekili seçimleri, Millet ve Devletimizin hayat ve kaderinde önemli bir gün olacaktır.","601.1",NA
"Büyük bir karar ve hüküm günündesin!","601.1",NA
"İrade, karar ve oy'undaki selâmet ve isabet, sevgili yurdumuza refah,","410",NA
"saadet ve huzur getirebilir.","410",NA
"Biz Tanrı'nın karar ânında sana yardımcı, neticenin de büyük milletimiz, aziz yurdumuz İçin hayırlı, uğurlu olmasını diliyoruz.","601.1",NA
"MEMLEKET HADİSELERİ","H",NA
"Adalet Partisi’nin dört yıllık iktidarı sırasında meydana ge- len gelişmeleri gözden geçirince Türk Milleti’nin geleceğini tehdit eden ciddî işaretlerin belirdiğini görürüz.","601.1",NA
"Adalet Partisi’nin millet önünde açıklanan programı ve beyanlarına sadakati pek gevşek olduğu için, hâdiseler iktidarın beyanlarından ziyade icraatı dikkate alınarak değerlendirilmelidir.","305.1",NA
"1965 seçimlerinde milletimiz, Adalet Partisini iktidara getirmiştir.","305.1",NA
"Bu neticeyi temin eden 'âmilleri şöylece sıralamak mümkündür.","305.1",NA
"1 — Kuruluşundan bir müddet sonra AP’nin demokratik nizama yatkın bir hava İçinde Türk Milletinin temel duygu ve düşüncelerine uygun bir hüviyete doğru gelişme göstermesi.","202.1",NA
"2 — Bilhassa 1964 kongresine kadar partiyi idare edenlerin her türlü tazyike, tecavüze ve tehdide cesaretle karşı koymaları,","202.1",NA
"milletin adalet ve nizam duygularına hürmette ısrarlı ve kararlı tutumları, parti içinde demokratik usullere itibar etmeleri ve birleştirici olmaları.","202.1",NA
"3 — Gayesinden uzaklaştırılmış 27 Mayıs hareketine rakip çıkarak fikir ve aksiyon zorbalığını iktidara getiren bir siyasî kuvvete karşı millet çoğunluğunun bir yerde toplanma ihtiva- cının doğması.","202.3",NA
"BÜYÜK VE AZİZ TÜRK MÎLLETİ","H",NA
"Belli bir devreye kadar her iktidar için bulunmaz nimet olan ou müsbet durumdan AP maalesef faydalanma yoluna gidememiştir.","305.1",NA
"İktidarın bu yoldaki yetersizliğini ve çaresizliğini dört yılın önemli gelişmeleri içinde görmek mümkündür.","305.1",NA
"İktisadî kalkınmanın temel vesikası sayılan plânların hazır- lanışı ve tatbikatı AP’nin müdafaa ettiği görüşü aksettirmekten uzak kalmıştır.","305.1",NA
"CHP’nin sun’i iktidarı tarafından sosyalistlere hazırlatılmış olan 1 inci Beş Yıllık Plânı AP iktidarı hiç yadırgamadan tam sadakat göstererek tatbik etmiştir.","305.1",NA
"İkinci Beş Yıllık Plân da birinci plânın kalın hatlarla bir devamı olmuştur.","305.1",NA
"Bu plânda ele alınan özel teşebbüsü teşvik tedbirleri de vurgunculuğu artırmada ciddî istidatlara sahip olmaktan öteye geçememiştir.","401",NA
