"text","cmp_code","eu_code"
"1965 SECİM BİLDİRİSİ","H",NA
"CUMHURİYETÇİ KÖYLÜ MİLLET PARTİSİ","H",NA
"Büyük ve aziz Türk Milleti!","601.1",NA
"Muhterem Seçmen Yurttaşlarımız!","601.1",NA
"10 Ekim 1965 Millet Meclisi seçimleri, millet ve devletimizin hayat ve kaderinde önemli bir gün olacaktır.","601.1",NA
"Büyük bir karar ve hüküm günündesin!","601.1",NA
"İrade, karar ve oy'undaki selâmet ve isabet, sevgili yurdumuza refah, saadet ve huzur getirebilir.","601.1",NA
"Biz, Tanrı’nın karar anında sana yardımcı, neticenin de büyük milletimiz, aziz yurdumuz için hayırlı, uğurlu olmasını diliyoruz.","601.1",NA
"Muhterem Seçmen Yurttaş!","601.1",NA
"»CKMP olarak biz, 10 Ekim 1965 günü yapılacak olan Milletvekilleri seçimi ile, halkın, halk için, halkla beraber idaresi yolunda milletçe geçirmekte olduğumuz büyük siyasî tecrübelerden birinin daha, büyük vatanseverlik şuuru içinde idrak edileceğine emin bulunmaktayız.","203",NA
"Bu seçim, son dört yıllık parlâmento ve koalisyon hükümetleri denemesinin verdiği sonuçlar bakımından seçmen vatandaşlarımızın, üzerinde önemle duracakları özellikler taşımaktadır.","203",NA
"Son dört yıllık siyasî tecrübe, siyasî partilerin Büyük Meclisteki üye sayılan ne olursa olsun, hükümet teşkilinde, Devlet yönetiminde zaman zaman eşit durumlarda görev aldıklarını, “eşit etki ve toplu sorumluluk” yüklendiklerini ortaya koymuştur.","203",NA
"Hükûmette etkili ve başarılı olmak için Büyük Meclis’te oy sayısının yeterli bulunmadığı, kalite üstünlüğünün ağır bastığı anlaşılmıştır.","203",NA
"Şimdi seçim gününde seni, genel dünya durumu ve Devletin halini, milletimizin geleceğini düşünmeğe davet ediyoruz!","601.1",NA
"GENEL DÜNYA DURUMU :","H",NA
"Sür’atle değişen bir dünya içindeyiz; çağdaş ve komşu milletler dev adımlarıyla ilerlemektedirler.","411",NA
"Yaşanan çağ atom, kitlevî makinalı üretim, otomasyon-feza, füze çağıdır.","411",NA
"îleri milletler, büyük kudret, zenginlik ve refaha sahiptirler.","410",NA
"Günden güne güç ve imkânları artmaktadır.","411",NA
"Teknik, dünyayı küçültmüş, uzaklan yakın etmiş, milletlerarası münasebetleri sıklaştırmış, milletlerin kaderlerini birbirine daha bağlı kılmıştır.","411",NA
"Ancak, milletlerarası işbirliği, yardımlaşma, fikir ve ülküsü cihanda ve vicdanlarda arzu edilen güç ve değeri kazanmış değildir.","107",NA
"Milletlerarası münasebetlerde hâlâ hak ve adalet inancı değil, kaba kuvvet neticeyi tâyin etmektedir.","106",NA
"Büyük menfaat çatışmalarında dünya barışını koruyabilecek güçte milletlerarası bir teşkilât Özlenen başarıyı sağlamış değildir.","106",NA
"Savaş tehlikesi vardır.","106",NA
"Üstelik çağın savatlan güçsüz milletler için yok olma sonucunu gösterecek kadar tahripkârdır.","104",NA
"DEVLET VE MİLLETİMİZİN DURUMU ;","H",NA
"Türkiye bugün geri kalmış bir ülkedir.","411",NA
"Millî ekonomimiz,","410",NA
"istihsal tekniğimiz,","411",NA
"çalışma","701",NA
"ve yaşama şartlarımız, dünyaya, çağa hâkim şart ve ölçülerin gerisindedir.","410",NA
"Şan ve şeref dolu bir tarih ve yurdun mirasçıları, cihan medeniyetine ve barışına yüzyıllarca önderlik yapan bir milletin çocukları olarak içinde yaşadığımız hali, atalarımızın kutlu hatıralarına lâyık görmüyoruz.","601.1",NA
"Geri kalmış bir dünyaya mensubiyetten, başka milletlerden yardım dilenir olmaktan azap duyuyoruz.","601.1",NA
"Türkiye halkının büyük çoğunluğu sıkıntılı, ıstıraplı hayat şartlan içindedir.","504",NA
"Beslenme,","504",NA
"sağlık, barınma ve","504",NA
"eğitim şartları kötüdür.","506",NA
"Halkın çoğunluğunun ömrü, yan aç geçmektedir.","504",NA
"Kötü ve noksan beslenmenin çocuk ve genç kuşaklardaki ve çalışan sınıf üzerindeki tahribatı korkunçtur.","504",NA
"Nüfusun % 10ü daimî hastadır.","504",NA
"Bu her aile ocağında, bir hastanın bulunuşu demektir.","504",NA
"Millet çoğunluğunun barınma şartlan kötüdür.","504",NA
