"text","cmp_code","eu_code"
"TEK MiLLET","601",NA
"TEK BAYRAK","601",NA
"TEK VATAN","601",NA
"TEK DEVLET ANLAYISI SiYASETiMiZiN ÖZÜDÜR","601",NA
"Siyasetinin merkezine insanı yerleştiren AK Parti, ""İnsanı yaşat ki, devlet yaşasın"" anlayışıyla yola çıkmıştır.","504",NA
"Gazi Mustafa Kemal Atatürk'ün ""Millete efendilik yoktur, hizmet etmek vardır"" sözü, bizim insan ve hizmet odaklı siyasetimizin özünü oluşturmaktadır.","504",NA
"AK Parti muhafazakar","603",NA
"demokrat kimliğiyle","202",NA
"dürüst, ahlaklı, tutarlı, uzlaşmacı, kucaklayıcı ve kuşatıcı bir siyaset tarzı ortaya koymaktadır.","603",NA
"AK Parti'ye göre değerden azade bir siyasetin ulaştığı yolsuzluk ve yozlaşmadan da, bilgiden mahrum siyasetin ulaştığı sığlık ve yetersizlikten de kurtulmanın yolu ""akıl, bilim ve tecrübeyle yoğrulmuş ahlaklı bir siyaset""tir.","603",NA
"AK Parti ""Amacını yitiren siyaset, istikbalini de yitirir"" düşüncesiyle kurulduğu günden itibaren varlık sebebi olan halkın duygu ve değer dünyasına uygun hareket etmiş,","305",NA
"Türk insanının yaşam şartlarını iyileştirmenin, onur ve saygınlığını pekiştirmenin gayreti içinde olmuştur.","504",NA
"22 Temmuz'da yaşayacağımız genel seçim, AK Parti için milletten aldığı vekaletin yenilenmesi, milletten aldığı güç ve desteğin tazelenmesi anlamını taşıyacaktır.","305",NA
"Siyasette tutarlılığı ve sürekliliği önemseyen AK Parti seçim beyannamesiyle 5 yıllık tecrübe, birikim ve kazanımları geliştirerek yeni bir aşamaya geçirmeyi amaçlamaktadır.","305",NA
"Bu beyannamemiz, Parti Programımızın yeni bir açılımı, Daha önceki seçim beyannamemizin güncellenmiş ve geliştirilmiş hali, Acil Eylem Planımızda söz verip, Hükümet programımızda gerçekleştirdiğimiz uygulamaların bir devamıdır.","305",NA
"2002'den bu yana uyguladığımız yapısal dönüşümlerin kararlılıkla sürdürülmesi fikrine dayanan bu beyannamemiz, 2013 hedeflerimize ve Cumhuriyetimizin 100. kuruluş yıldönümünü kutlayacağımız 2023 hedeflerimize de ışık tutmaktadır.","305",NA
"Bu Beyannamemizin de temelini insanımızı yüceltmek,","000",NA
"ülkemizi kalkındırmak,","410",NA
"devletimizi güçlendirmek oluşturmaktadır.","601",NA
"Beyannamemiz aynı zamanda toplumsal merkezi temsil eden, Türkiye'yi bir ve bütün olarak kucaklayan siyaset anlayışımızın bir ürünüdür.","601",NA
"Önceliklerimiz siyasi ve ekonomik istikrarımızı korurken,","305",NA
"toplumsal yapımızı olumsuz etkileyen faktörlere karşı da sosyal istikrarımızı güçlendirmeyi esas almaktadır.","305",NA
"3 Kasım seçimlerinde milletimizden aldığımız yetkiyi beş yıldır onurla taşıyor, milletimize layık olabilmek için gece gündüz demeden aynı aşkla çalışıyoruz.","305",NA
"Şimdi 22 Temmuz'da yine milletimize gidiyor, milli iradenin vereceği güçlü yetkiyle 5 yıl daha Türkiye'nin ve Türk insanının hizmetine talip oluyoruz.","305",NA
"Daha tamamlayacak çok yatırımımız,","305",NA
"başlayacak çok projemiz var.","305",NA
"Hepsinden önemlisi büyük zorluklarla tesis ettiğimiz güven ve istikrarın korunması,","305",NA
"demokrasimizin ve Cumhuriyetimizin güçlendirilmesi için Türkiye sevdasıyla yapacağımız çok işimiz var.","305",NA
"Şimdi başladığımız işleri bitirmek ve Türkiye'yi daha da güçlendirecek dev adımları başlatmak için aziz milletimizden bir kez daha yetki istiyoruz.","305",NA
"iktidarımız 5 yıla yaklaşan bir sürede gösterdi ki, yoksulluk, geri kalmışlık, istikrarsızlık bu milletin kaderi değildir.","305",NA
"AK Parti iktidarının tesis ettiği güven ve istikrar ortamı, yatırım ve kalkınma hamleleriyle, demokratik reform ve değişimin programlarıyla Türkiye'nin önünü açmış,","305",NA
"daha aydınlık bir gelecek için milletimize ümit aşılamıştır.","305",NA
"AK Parti umudun güvencesi,","305",NA
"adalet içinde kalkınan ve gelişen Türkiye'nin mimarıdır.","305",NA
"Sosyal politikalarının temeline ""millete ait olanı millete vermek"" prensibini yerleştiren AK Parti,""kimsesizlerin kimsesi"" olma anlayışını özümsemiş bir kadrodur.","504",NA
"AB katılım sürecini kararlılıkla sürdürerek Türkiye'yi muasır medeniyetler seviyesinin üzerine çıkarmak, temel politikamızdır.","108",NA
"Özgüveni giderek güçlenen Türk milletinin aşamayacağı hiçbir engel yoktur.","305",NA
"Laik, demokratik, sosyal bir hukuk devleti olan Türkiye Cumhuriyeti kurulduğu günkü heyecan ve kararlılıkla tarihi yürüyüşünü sürdürecektir.","601",NA
"Tek millet, tek bayrak, tek vatan, tek devlet anlayışı siyasetimizin özüdür.","601",NA
"AK Parti, Türkiye'de birlik siyasetinin adıdır.","601",NA
"AK Parti, millete hizmetin tek adresidir.","504",NA
"AK Parti, cumhuriyetin de,","000",NA
"demokrasinin de,","202",NA
"laikliğin de teminatıdır.","604",NA
"AK Parti'nin mayasını millet atmıştır.","000",NA
