"text","cmp_code","eu_code"
"MILLIYETÇI HAREKET PARTISI 22 TEMMUZ 2007",NA,NA
"SEÇİM BEYANNAMESI",NA,NA
"Milli Duruş  ve Kararlılık Belgesi",NA,NA
"TEK BAŞINA MHP",NA,NA
"MİLLİYETÇİ  HAREKET PARTİSİ  TEMMUZ 20",NA,NA
"SEÇİM BEYANNAMESİ",NA,NA
"TEK BAŞINA M H P",NA,NA
"Milli Duruş  ve Kararlılık Belgesi",NA,NA
"Yüce Türk Milleti,",NA,NA
"Türkiye tarihi bir dönüm noktasındadır.","000",NA
"Yakın tarihinin en karanlık ve tehlikeli dönemini yaşayan Türkiye, çok ağır iç ve dış  güvenlik tehditleriyle karşı  karşıyadır.","601",NA
"Devletin varlığı, ülkenin bütünlüğü ve Türk milletinin birliği ağır bir saldırı  altındadır.","601",NA
"Türkiye'nin milli ve manevi değerleri, devletin temel nitelikleri ve kuruluş  ilkeleri siyasi ve toplumsal çatışma alanı  haline getirilmiştir.","601",NA
"Asayişsizlik ve terör Türk Milletinin huzur ve güvenini derinden zedelemektedir.","605",NA
"İşsizlik giderek artmakta,","701",NA
"yoksulluk derinleşmekte,","410",NA
"tarım yok edilmekte,","703",NA
"sanayinin rekabet gücü azalmakta ve esnaf kepenk kapatmaktadır.","401",NA
"İleri düzeyde yaşanmakta olan yolsuzluk, ahlaki kirlilik ve yozlaşma; toplumsal barışı  ve demokratik sistemin varlığını  tehdit etmekte,","304",NA
"devlet kurumlarına olan güveni sarsmakta ve toplumsal tahribata yol açmaktadır.","304",NA
"Bu gidişe dur denilmediği takdirde Türkiye'yi karanlık bir gelecek beklemektedir.","304",NA
"Yüce milletimiz, 22 Temmuz 2007 seçimlerinde, Türkiye'nin kaderi hakkında tarihi bir karar verecektir.","305",NA
"Türk milleti, nasıl bir geleceğe yürümek istediğini ve çocuklarının geleceği için nasıl bir Türkiye görmeyi arzu ettiğini, yapacağı  tercihle ortaya koyacaktır.","305",NA
"Türkiye'nin bugün geldiği yol ayrımında Yüce Milletimiz; •Türkiye'nin düşmanlık, kavga ve çatışma ortamına sürüklenerek tükenip yok olmasına seyirci kalmayacaktır.","106",NA
"•Ortak milli değerler ve birlikte yaşama ülküsü etrafında kenetlenecek,","601",NA
"Türkiye'nin etrafındaki hain kuşatmayı  mutlaka kıracaktır.","601",NA
"•Bölünmeyi değil kardeşliği; ihaneti değil sadakati; küresel güçlerin elinde oyuncak olarak sömürülmeyi ve zilleti değil, içerde huzurlu, dışarıda onurlu bir millet ve bağımsız bir devlet olarak haysiyetiyle yaşamayı  seçecektir.","601",NA
"Milliyetçi Hareket, şerefli geçmişi, milli vicdanlarda tescil edilmiş  olan siyasi kimliği, zamana ve şartlara göre değişmeyen, eğilip ve bükülmeyen ilkeleri, Türkiye'yi ayağa kaldırmak için gerekli program ve projeleri ve yetişmiş  idealist kadrolarıyla Türk milletinin huzuruna çıkmaktadır.","601",NA
"Milliyetçi Hareket' in Türkiye'yi yönetme konusundaki yetkisinin ve siyasi meşruiyetinin tek kaynağı  milli irade olacaktır.","601",NA
"Partimiz; milli ve manevi değerler karaborsacılığı  yapmadan, çıkar lobilerinin kapılarında ve dış  merkezlerin karanlık koridorlarında meşruiyet arama zilletine düşmeden ve hiç kimseye diyet borcu olmadan, Büyük Türk Milletinin vereceği yetki ve Cenab-ı  Allah'ın izni ile 22 Temmuz 2007 seçiminde tek başına iktidar olacaktır.","601",NA
"Partimiz, Türk Milletinin milli bilincine, engin sağduyusuna, idrakine, vicdanına ve ortak bir kaderi paylaşarak geleceğe yürüme iradesine sonuna kadar güvenmektedir.","601",NA
"Ülkemizi; karanlıktan aydınlığa, teslimiyetten saygınlığa, yoksulluktan refaha, yozlaşmadan temiz topluma, zulmetten adalete taşıyacak olan ""Milli Duruş  ve Kararlılık Belgesi"" Yüce Türk Milletinin değerlendirmesine sunulmaktadır.","601",NA
"Takdir Aziz Milletimizindir.","601",NA
"Allah hepimizin yardımcısı  olsun. Devlet BAHÇELİ  Milliyetçi Hareket Partisi Genel Başkanı","000",NA
"IÇINDEKILER A.DEĞIŞEN DÜNYA DÜZENİNE TÜRKÇE BAKIŞ  1   1 B.TÜRKIYE VE MHP   3 C.MISYON, VİZYON VE TEMEL GÖRÜŞLERIMIZ   9 D.UZUN VADELI GELIŞME STRATEJISI  15 E.DEMOKRASININ GELIŞIMI VE KURUMSALLAŞMASI  17 F.ADALET  20 G.MILLI SAVUNMA  24 H.ASAYIŞ  25 I.TERÖRLE MÜCADELE  28 J.YOLSUZLUKLARLA MÜCADELE  31 K.KAMU YÖNETIMI  36 L.YOKSULLUKLA MÜCADELE VE SOSYAL KORUMA  39 M.IŞSIZLIKLE MÜCADELE  42 N.ESNAF VE SANATKARLAR  46 O.TARIM KESIMI  49 P.BÖLGELER ARASI GELİŞMİŞLİK FARKLARININ AZALTILMASI  54 R.KENTLEŞME, KONUT VE ÇEVRE  57 S.BILIM VE TEKNOLOJI  62 T.EKONOMIK HEDEF VE POLITIKALAR  66 1-Beş  Yıllık Ekonomi Programı  66 2-Ekonomik Büyüme  68 3-Para Politikası  ve Fiyat Istikrarı   69","000",NA
"4. Bütçe Politikası    71 5-Vergi Politikası    72 6-Borç Yönetimi Politikası    75 7-KIT ve Özelleştirme Politikası    77 8-Kamu Yatırım Politikası    79 9-Mali Sisteme Ilişkin Politikalar   80 10-Dış  Ticaret ve Ödemeler Dengesi   83 11-Doğrudan Yabancı  Sermaye ve Özel Sektör Yatırımları   86 12-Sektöre' Hedef ve Politikalar   87 U. SOSYAL VE KÜLTÜREL POLITIKALAR   93 1-Eğitim ve İnsan Kaynaklarının Geliştirilmesi   93 2-Gençlik ve Spor   99 3-Aile, Kadın ve Çocuk   103 4-Kültür ve Sanat   105 5-Çalışma Hayatı  ve Sosyal Güvenlik   109 6-Sağlık   111 V. DIŞ  POLİTİKA   113 1-Dış  Politikanın İflası  ve Karşınızdaki Karanlık Tablo   113 2-Türkiye'nin Gücü ve Imkanları    114 3-Dış  Politikanın Temel Ilke ve Hedefleri   116 4.Türk Dünyası  İle İlişkiler   117 5.Avrupa Birliği İle İlişkiler   119 6.Irak'a Karşı  Izlenecek Siyaset   120 7.Dış  Politikamızın Önemli Boyutları    121","000",NA
"A. DEĞİŞEN  DÜNYA DÜZENİNE  TÜRKÇE BAKIŞ",NA,NA
"İki büyük dünya savaşina  şahitlik eden 20'nci yüzyilin,  son on yili siyasi, iktisadi ve  teknolojik alanlarda baş  dön-dürücü gelişmelere sahne  olmuştur.","000",NA
"Yarim asirlik ittifak-lar çökmüş, dağilmiş  ya da  ağirliğini kaybetmiştir.","000",NA
"1989  yilinda başlayan çözülme,  sadece doğu bloku bünyesin-de yer alan ülkeleri etkileme-miş, bloklaşma döneminin teh-dit algilamasina göre tavir ve  strateji geliştiren ülkelerin de  ulusal ve uluslar arasi geliş-meler karşisindaki duruşlarini  sorgulamalarina yol açmiştir.","000",NA
"""Yalniz ufku  görmek kafi  değildir.","000",NA
"Ufkun ötesini de  görmek ve  bilmek gerekir","000",NA
"İki kutuplu yapinin çözüldüğünü ve soğuk savaş  dönemi-nin sona erdiğini önceden göremeyen ve bu dönem için hazir-lanma imkanini bulamayan  Türkiye; maalesef soğuk savaş  sonrasinin firsatlarini, riskleri-ni ve tehditlerini gereğince algi-layamamiştir.","000",NA
"""Yalniz ufku gör-mek kafi değildir.","000",NA
"Ufkun ötesi-ni de görmek ve bilmek gere-kir"" diyen Büyük Atatürk'ün  vizyonu çerçevesinde ulusal  stratejiler geliştirilememiştir.","601",NA
"Türkiye,  çaresizliğe ya da  seçeneksizliğe  mahkum  değildir.","305",NA
"Asirlik ittifak ilişkileri; siya-si, askeri, ticari ve sosyo-kül-türel manada şüphesiz Türki-ye için önem arz etmektedir.","101",NA
"Onlarca yildir sabirla ve karar-lilikla tesis edilmeye çalişilan  birlikteliklerin ve ortakliklarin  yeni şartlarin gereği olarak  yeniden değerlendirilmeye tabi  tutulmasi demek, bütün mük-tesebatin elbette bir çirpida  yok edilmesi demek değildir.","101",NA
"Ancak, yeni şartlarin ve denge-lerin Türkiye'ye yeni seçenek-ler sunduğu da bir gerçektir.","000",NA
"Türkiye, hiçbir hal ve şartta  kendisini çaresizliğe ya da seçe-neksizliğe mahkum edecek bir  ülke değildir.","601",NA
"Türkiye'nin sahip  olduğu zenginlikler ve köklü  devlet tecrübesiyle ortaya koya-caği vakur duruşu, bölgesinde  her zaman için itibar görmesini  ve kutup konumuna gelmesini  sağlayacaktir.","601",NA
"Türkiye; kendi  gücünü keşfettiği ve özüne dön-düğü zaman, bölgesel güç olma-nin ötesine geçecek ve küre-sel bir güç haline gelecektir.","601",NA
"Dünyanin ekonomik, siyasi  ve teknolojik manada önemli  değişimler yaşadiği, bölgesel ve  küresel düzeyde yeni birliktelikler oluştuğu bir dönemde, Tür-kiye ittifaklarin bir ürünü olan  statükoyu sorgulamaya cesaret  edememiş, kendisi olmak ve  özünü keşfetmek gayreti içinde  olmamiş  ve ülkemizi sahne dişi-na itmek isteyen küresel aktör-lerin oyunlarini boşa çikarma  basiretini sergileyememiştir.","601",NA
"İnsan haklari, demokrasi  ve hukuka saygi gibi evren-sel değerlerin küresel ölçekte benimsenmesi ve hayata geçi-rilmesini sağlamasi beklenen  küreselleşme süreci; gittikçe  uluslararasi terörizm, göç,  etnik çatişmalar, mali iflaslar  ve iç karişikliklar, uluslararasi  hukuka aykiri çifte standartlar,  zengin ülkelerle fakir ülkeler  arasinda sürekli artan gelir ada-letsizliği, çevresel felaketler ve  açlik gibi yeni bir sorunlar zin-ciriyle birlikte anilir olmuştur.","601",NA
"Küreselleşme;  terörizm göç, etnik  çatışmalar,  felaketler ve açlık  gibi sorunlar ile  birlikte anılır  olmuştur.","601",NA
"Küreselleşme sürecinin adil  ve insani bir mecraya sokul-masinin yolu; ülkeler arasin-da sürdürülebilir bir rekabet  ortaminin sağlanmasi,","401",NA
"tekno-lojik imkanlarin tüm insanliğin ortak geleceğine hizmet  edecek şekilde kullanilmasi,","411",NA
"insan haklari uygulamalarinin  sadece bireysel haklarla sinirlandirilmadan çevre, sosyal ve ekonomik haklari da içerecek  şekilde gündeme getirilmesi,","201",NA
"kültürler ve medeniyetler ara-sinda ekilmeye çalişilan kin ve  nefret tohumlari yerine diyalog ve karşilikli anlayişa dayali  işbirliği çabalarinin desteklenmesinden geçmektedir.","106",NA
"Bu çerçevede, demokratik ve insani  bir dünya düzeninin hayata  geçirilebilmesi için milli, bölgesel ve küresel sacayaklari  üzerinde yükselen gelişmiş  bir  ""sorumluluk ahlaki""nin varliği-na duyulan ihtiyaç kendisini  iyiden iyiye hissettirmektedir.","601",NA
"küreselleşme sürecinin ahlaki ve insani değerleri  içermesine katkı  sağlamayı  milliyetçilik  anlayışının gereği  saymaktayız","601",NA
"Partimiz, dünyada siyasi ve sosyal alanda yapici işbirliği ve diyalog çabalarini destekle-yerek, küreselleşme sürecinin ahlaki ve insani değerleri daha çok içermesine katki sağlamayi,  milliyetçilik ve insanlik anlayi- şinin bir gereği saymaktadir.","107",NA
"İki kutupluluğa dayanan soğuk savaş dönemi sonrasi yeni bir dünya düzeninin şekillendiği günümüzde, Türk Milletinin ve bütün insanliğin bariş ve mutluluk içinde insanca yaşayacaği bir dünya ideali,","106",NA
"Türkiye merkezli yeni bir medeniyet projesinin hayata geçirilmesiyle gerçekleşebilecektir.","601",NA
"Türkiye merkezli yeni bir medeniyet projesi hayata geçirilmelidir.","601",NA
"B. TÜRKİYE VE MHP",NA,NA
"Dünyada ve Türkiye'de meydana gelen gelişmeler birlikte değerlendirdiğinde ülkemizin hizla bir yol ayrimina gittiği görülmektedir.","601",NA
"Türkiye'nin karşisina çikan olaylar bir yönüyle ülkenin varliğina yönelen tehditleri ve stratejik saldirilari ihtiva ederken,  bir yönüyle de yeni yüz yilda kendisi için kendi tarihsel kimliğine uygun yeni çikiş yollari ve açilimlar sunmaktadir.","601",NA
"Bugün Türkiye'yi yönetenler, Türkiye'nin önünü kapatan, yeni imkanlar bulmasini engelleyen,  milli varliğini, bağimsizliğini ve kimliğini tehdit eden tehlikelere açik bir yol seçmişlerdir.","601",NA
"Türkiye'nin bağımsızlığını, milli varlığını ve kimliğini tehdit  eden bir yol  seçmişlerdir.","601",NA
"AKP hükümetleri, Türki-ye'nin sorunlarina çözüm bulmak yerine, dişaridaki ve  içerdeki güç odaklarinin taleplerini esas kabul eden bir yaklaşimi siyasetin merkezine  oturtmuş","305",NA
"ve buna göre şekillenen uygulamalari ile tama-men teslimiyetçiliğe kaymiştir.","305",NA
"Uyguladiklari istismar ve gerilim politikalari ile toplumsal huzurun dinamitlenmesine,","305",NA
"kurumlar arasinda sürtüşme ve gerginlik yaratilmasina sebep olan AKP;","305",NA
"çatişmaci siyaset geleneğini derinleştirerek etnik,  dini ve kurumsal manada gerilimlere sebep olmuş,","106",NA
"bu durum siyasetin alanini daraltmiş","305",NA
"ve toplumun sorunlarini çözme kabiliyetini zayiflatmiştir.","305",NA
"İstismar ve gerilim politikaları ile toplumsal huzur dinamitlenmiştir.","305",NA
"Dörtbuçuk yillik iktidar döneminin sonucu olan yolsuzluk,  yoksulluk, adaletsizlik ve teslimiyetçiliğin yol açtiği tahribati unutturmak için, her türlü insani ve ahlaki değerleri hiçe sayarak, toplumu kutuplaştirmaktan çekinmemiş ve bundan siyasi  rant elde etmeye çalişmiştir.","304",NA
"Ekonomi, gelişmiş ülkelerin ekonomilerinin rekabet gücünü artiracak tercihlerle yönetilmiş, kendi toplumsal tercihlerimize göre yönetilebilir olmaktan çikmiştir.","601",NA
"Böylece, ekonomik sorunlari çöz-me kapasitesi zayiflatilmiş,","305",NA
"borçlar ve işsizlik artmiş, kaynaklarimiz israf edilmiş,","410",NA
"rekabet gücümüz azalmiştir.","401",NA
"Cumhurbaşkanliği seçimi  sürecinde izlediği istismar ve  kandirma siyaseti, vatandaşa  söyleyeceği hiçbir mazereti kal-mayan AKP'nin kurtuluş  için  sarildiği etik olmayan, ama kendine göre mübah yol olmuştur.","305",NA
"Milletin öz güvenini yok etmek, gelecekten ümidini kesmek, kimliksiz ve kişiliksiz bir toplum ile kuralsizliğin prim yaptiği bir düzen oluşturmak ve Devletimizin temel dinamiklerine saldirmak suretiyle üniter devlet yapisini tahrip  etmek amacina yönelik alt yapi  oluşturmayi hedef alan bir çok  düzenleme ve eylem, AKP döneminde gerçekleştirilmiştir.","601",NA
"Demokratikleşme,","202",NA
"kalkinma,","410",NA
"milli kültür ve toplumsal gelişme gibi hususları kapsayan bir stratejsi uygulanmalıdır.","601",NA
"Türkiye'nin yaklaşik iki yüz yildir yaşadiği devrevi bunalimlara son verecek köklü bir yapisal değişikliği gerçekleştirmesi için demokratikleşme,","202",NA
"kalkinma,","410",NA
"milli kültür ve top-lumsal gelişme gibi hususlari kapsayan bir gelişme stratejisi ortaya koymasi gerekmektedir.","601",NA
"Ülkemizin, 2l'inci yüzyilda, bölgesinde bariş ve istikrarin teminati olan,","106",NA
"uluslararasi ilişkilerde söz ve itibar  sahibi güçlü bir ""Lider Ülke""  konumuna gelmesi için gerek-li bütün şartlarin hazirlanmasi,  Milliyetçi Hareket Partisi'nin  stratejik hedefidir.","601",NA
"Türkiye'nin  milli çikarlarinin korunarak  her alanda geliştirilmesi ve  bariş, dostluk ve işbirliğini  hedef alan etkili bir diş  poli-tika anlayişinin hakim kilin-masi, MHP'nin ""Lider Ülke  Türkiye"" vizyonunun önemli  bir boyutunu oluşturmaktadir.","601",NA
"Ülkesi ve milletiyle bir  bütün olarak Türkiye Cumhu-riyetini geleceğe taşimak,","601",NA
"yeni  nesilleri Türk-İslam kültürüy- le,","603",NA
"vatan sevgisiyle ve çağdaş  değerlerle yetiştirmek","601",NA
"ve milletimizin refah ve mutluluğu-nu her zaman en üst seviyede  tutmak için ortak bir milli tavir  belirlemek gerekmektedir.","504",NA
