"text","cmp_code","eu_code"
"EMEK,  DEMOKRASĠ ve ÖZG×RL×K BLOĞU",NA,NA
"1. DemokratikleĢme 2. Ekonomi, Eğitim, Sağlık3. Çevre, Doğa ve Ekoloji 4. Gençlik 5. Kent 6. Engelliler 7. DıĢ Politika",NA,NA
"1. DEMOKRATĠKLEġME",NA,NA
"Demokrasinin 4 yılda bir yapılan seçimlerden ibaret olmadığını, halkın ve tüm bireylerin, yaĢamın her saniyesinde kendisi ve baĢkaları ile ilgili olarak söz söyleme,","202",NA
"yönetime doğrudan katılma,","202",NA
"hesap sorma, denetleme","202",NA
"ve tüm değerleri ile birlikte barıĢ içinde yaĢamak olduğunu AKP‟ye göstermek durumundayız.","106",NA
"ÖZG×RL×KÇ× DEMOKRATĠK ANAYASA",NA,NA
"12 Eylül darbe anayasasının hiçbir meĢruiyetinin kalmadığı bir dönemde, özgürlükçü, demokratik, eĢitlikçi, halktan yana bir anayasayı hep birlikte inĢa edeceğiz.","204",NA
"Herhangi bir ideolojiyi dayatmayan,","000",NA
"ulusu ve vatandaĢlığı etnik temelde tanımlamayan,","503",NA
"devletin yetkilerini sınırlayan,","202",NA
"bireysel-kollektif haklara dayalı,","201",NA
"emekten yana,","000",NA
"cinsiyet özgürlükçü,","201",NA
"doğaya saygıyı insana saygıyla bir tutan,","501",NA
"Türkiye‟nin bütün farklı kültürlerini, inançlarını, değerlerini koruyan yeni bir anayasayı hep birlikte yapacağız.","204",NA
"Anayasa yapmayı sadece parlamentoya bırakmak yerine; bir anayasa hareketi Ģeklinde uzun soluklu bir halk mücadelesi ile hem taleplerimizi görünür kılacağız,","204",NA
"hem de anayasayı halkla birlikte inĢa edeceğiz.","204",NA
"KÜRT SORUNUNÈ! ÈEMOKR!TİK ÇÖZÜM VE B!RIŞ",NA,NA
"Hiç kimsenin demokratik, barıĢçıl çözüm dıĢında bir seçeneği arzulamadığı Kürt Sorunu da artık bu dönemde kesinlikle çözülmek zorundadır.","106",NA
"GeçmiĢ yılların muhasebesini vicdanlarımıza danıĢarak yapmak","106",NA
"ve Kürt Sorunu nedeniyle halen akmakta olan kanı durdurmak bir vaat değil, bir görevdir artık.","106",NA
"Halk barıĢ için bu kadar istekli ve umutlu iken, AKP‟nin oyları ve çıkarları uğruna yeniden savaĢın baĢlamasına izin vermeyeceğiz.","106",NA
"Bir yandan çatıĢmadan beslenen","106",NA
"öte yandan kendisi dıĢında herkesi savaĢ yanlısı ilan eden AKP‟nin iki yüzünü de teĢhir edeceğiz","106",NA
"ve kalıcı barıĢ için inisiyatif alacağız.","106",NA
"Sorunun demokratik siyaset zemininde çözülmesi için projelerimizle, pratiğimizle kalıcı barıĢı sağlayacağız.","106",NA
"Hiçbirimizin 30 yıl daha yaĢanacak bir savaĢa,","106",NA
"kaybedilecek tek bir cana,","106",NA
"yitirilecek servete tahammülü kalmamıĢtır.","106",NA
"Çözümsüzlükte direten, halkların birlikte, barıĢ ve kardeĢlik içinde yaĢaması yerine siyasi ve ekonomik rantları için savaĢa, karmaĢaya, acıya ve göz yaĢına Türkiye toplumunu mahkum eden bütün iktidarlar gibi AKP hükümetini de tarih karĢısında hesap vermeye zorlayacağız,","106",NA
"çözümü iktidardan medet umarak değil, kendi öz gücümüzle ve kararlılığımızla bizler ortaya çıkaracağız.","106",NA
"HAKĠKATLERĠ ARAġTIRMA VE ADALET KOMĠSYONU",NA,NA
"GeçmiĢ dönemlerde ve yakın zamanda yaĢanmıĢ olmasına rağmen, üstü örtülmüĢ bütün toplumsal acıların,insan hakları ihlallerinin, katliamların, sürgünlerin, askeri darbelerin, iĢkencelerin, faili meçhul cinayetlerin, köy yakmaların ve kayıpların sorumluların açığa çıkarılması,","000",NA
"faillerinden hukuk içerisinde hesap sorulması,","605",NA
"mağduriyetlerin ve toplumsal travmaların giderilmesi açısından, kurulacak bir Hakikatleri AraĢtırma ve Adalet Komisyonu ile geçmiĢle yüzleĢme sağlanacaktır.","605",NA
"Dersim, Ağrı, Zilan, MaraĢ, Çorum, Sivas katliamları da bu komisyon tarafından araĢtırılarak bütün gerçekler açığa çıkarılacaktır.","605",NA
"Uluslararası standartlarda kurulmuĢ ve faaliyet gösteren böylesi bir komisyon demokrasi","202",NA
"ve barıĢ için mutlak bir ihtiyaçtır.","106",NA
"SĠYASĠ PARTĠLER KANUNU VE SEÇĠM BARAJI",NA,NA
"Siyasi partilerde lider sultasına kesinlikle son verilecek,","202",NA
"tabanın, seçmenlerin, üyelerin parti yönetiminde etkili olduğu","202",NA
"ve kararlara doğrudan katılabildiği düzenlemeler yapılacaktır.","202",NA
"Siyasi partilerdeki kadın ve gençlik yapılanmaları özerk meclisler Ģeklinde düzenlenecek","706",NA
"ve parti politikalarında doğrudan etkili olmaları sağlanacaktır.","706",NA
"Seçim barajı tümden kaldırılacaktır","202",NA
"Cinsiyet kotası ile yönetimde temsil kademelerinde eĢitlik sağlanıncaya kadar pozitif ayrımcılık yapılacaktır.","503",NA
"EĢ baĢkanlık sistemi yasallaĢtırılacaktır.","000",NA
"Siyasi partilere yapılan hazine yardımı seçime girme yeterliliğine sahip bütün partilere eĢit olarak dağıtılacaktır.","202",NA
"DEMOKRATĠK ÖZERK YÖNETĠMLER KURULACAK",NA,NA
"Ġdari yapının demokratikleĢtirilmesi için çözüm önerimiz, bölgesel yönetimler Ģeklinde tanımladığımız demokratik özerk‟liktir.","301",NA
"Demokratik öz yönetim anlamına gelen Demokratik Özerkliği, demokratik cumhuriyet‟in özüne uygun niteliklerinin pekiĢtirilmesi olarak görmekteyiz.","301",NA
"Ġddia edildiği üzere bölünmenin ve parçalanmanın değil; demokratik birliğin,","301",NA
"doğrudan ve katılımcı demokrasi modelinin güvencesi olacak olan Demokratik Özerklik‟ in hayata geçirilebilmesi için yeni anayasa çalıĢmalarıyla birlikte","304",NA
"siyasi ve idari yapılanmada köklü bir reforma gidilmesi gerekmektedir.","303",NA
"Bu temelde Türkiye sosyo-ekonomik yapılarına göre 20-25 özerk bölgesel yönetime ayrılacak.","301",NA
"Merkezi yönetimle, yerel yönetimler arasında idari ve siyasi yönetim organı olarak iĢlev görecek bu özerk bölgesel yönetimler iĢleri kolaylaĢtıracak ve hızlandıracak,","301",NA
"halkın yönetime doğrudan katılımını sağlayacak,","202",NA
"demokratikleĢme açısından önemli bir adım olacaktır.","202",NA
"Bu idari modelde, birbiriyle yoğun bir Ģekilde sosyo-kültürel ve ekonomik iliĢki içinde bulunan komĢu illeri kapsayan, yapı olarak seçimle iĢ baĢına gelen il genel meclislerine benzeyen âdem-i merkeziyetçi bölgesel meclis olacaktır.","301",NA
"Bu meclisler Türkiye‟nin bölgesel özgünlüğüne göre siyasi ve idari olarak hukuki, siyasi güvenceye ve kimliğe kavuĢturulmalıdır.","301",NA
"Bu bölgesel meclisler, eğitim, sağlık, kültür, sosyal hizmetler, tarım, denizcilik, sanayi, imar, çevre, turizm, telekomünikasyon, kadın, gençlik, spor ve diğer hizmet alanlarından sorumlu olacaktır.","301",NA
"DıĢiĢleri, maliye ve savunma hizmetleri de merkezi hükümet tarafından yürütülecektir.","301",NA
"Emniyet ve adalet hizmetleri merkezi hükümet ve bölge meclisleri tarafından ortak yürütülecektir.","301",NA
"Tüm ülkede geçerli olan resmi dil Türkçe‟nin yanında, bölgeler kendi özgün ihtiyaçlarına göre baĢka dilleri de ikinci, üçüncü dil olarak kullanabilecektir.","301",NA
"Bölge meclisleri geliĢmiĢlik düzeylerine ve nüfusa göre her yıl merkezi hükümetin aktardığı bütçenin yanında, kendi yerel gelir ve gelir kaynaklarından pay alarak hizmetlerin yürütülmesini sağlayacaktır.","301",NA
"Az geliĢmiĢ ve yoksul bölgelere merkezi yönetim tarafından pozitif ayrımcılık uygulanacaktır.","503",NA
"Ġttifakımız, böyle bir yapılanmayla demokratik cumhuriyet‟in inĢasında önemli bir aĢama kat edileceğine inanmaktadır.","202",NA
"Böylece cumhuriyet‟in ilk kuruluĢ aĢamasından bugüne kadar gerçekleĢmeyen idari ve siyasi demokratikleĢmeyi hayata geçirecektir","202",NA
"YÖK VE MGK KALDIRILACAK",NA,NA
"12  Eylül darbesinin ürünü olan kurumlardan YÖK ve MGK kaldırılacak,","105",NA
"bu kurumların geçmiĢte gerçekleĢtirdikleri her türlü haksızlık nedeniyle mağdur olan bütün yurttaĢların uğradıkları bütün zararlar telafi edilmeye çalıĢılacaktır.","000",NA
"KÖY KORUCULUĞU KALDIRILACAK",NA,NA
"Bir özel savaĢ aygıtı olarak oluĢturulan köy koruculuğu sistemi kaldırılacak,","105",NA
"köy korucularının orman ve çevre iĢlerinde istihdamı sağlanacaktır.","105",NA
"Bununla birlikte diğer özel savaĢ aygıtları olan JITEM, özel tim vb. tüm uygulamalara son verilecektir.","105",NA
"YARGI REFORMU YAPILACAK",NA,NA
"Adaletin hızlı, tarafsız, kamu vicdanını ve bireyleri tatmin edecek düzeyde gerçekleĢmesi için adalet sistemi yeniden düzenlenecek,","605",NA
"bu çerçevede; yeni yargı binaları yapılacak,","605",NA
"adli ve idari yargıda personel sayısı artırılacak,","605",NA
