"text","cmp_code","eu_code"
"AK Parti olarak Türkiye’nin partisi olma iddiasıyla yola koyulduk, bu iddiayla yol aldık, Türkiye’nin birikmiş ve kronikleşmiş pek çok meselesini de bu anlayışla çözdük.","305.1",NA
"Bunu Milletimizin beklenti ve ihtiyaçları doğrultusunda ve Milletimizin değerlerine sahip çıkarak yaptık.","601.1",NA
"Hizmetlerimizi sunarken vatandaşlarımızın hangi inanç sistemine, mezhebe, kökene, kültüre ve gelir düzeyine mensup olduğuna bakmadık.","503",NA
"Ülkemizin güçlü bir hukuk devleti olması yönünde önemli adımlar attık.","605.1",NA
"AK Parti’nin siyaset anlayışını demokrasi, hizmet ve sorumluluk ilkeleri üzerine kurduk.","305.1",NA
"Yıllarca hırpalanan, güven erozyonuna uğrayan, milleti temsil etme yeteneğini yitiren siyaseti sonlandırarak, siyasetin milletle olan bağını güçlü bir şekilde kurduk ve siyasi alanı yeniden inşa ettik.","202.1",NA
"Bu yolculukta demokrasimizi hep daha ileriye götürmeyi hedefledik.","202.1",NA
"AK Partinin varlık sebeplerinden biri, vatandaşlarımızın temel hak ve hürriyetlerini genişletmek oldu.","201.2",NA
"Bu hedefimizi, bugüne kadar tüm seçim beyannamelerimizde ve hükümet programlarımızda dile getirdik.","201.2",NA
"Diğer yandan, yönetimimizin kalitesini artırarak daha az kaynakla daha fazla hizmet ürettik.","303",NA
"Demokrasinin aynı zamanda kalkınma sürecimize güç verdiğini somut uygulamalarımızla ortaya koyduk.","202.1",NA
"Yeni dönemde de demokratikleşmeye","202.1",NA
"ve yönetim kalitemizi artırmaya devam edeceğiz.","303",NA
"Demokrasinin ileri seviyede, temel hakların garanti altında olduğu ülkelerde bilim zihniyeti ve yenilikçi üretim daha hızlı yeşermektedir.","202.1",NA
"Önümüzdeki dönemde yeni anayasa ile birlikte yapacağımız reformlarla demokrasimizin ilerlemesi","202.1",NA
"ve yönetim kalitemizin daha da iyileşmesi;","303",NA
"bir taraftan ekonomik gelişmeyi hızlandıracak, insani kalkınmamıza hız verecek,","410",NA
"diğer taraftan da uluslararası alanda Türkiye’yi daha saygın ve cazip bir ülke haline getirecektir.","107",NA
"Adalet ve Kalkınma Partisi olarak, 7 Haziran’dan sonra da demokratikleşme çalışmalarımıza devam edeceğiz.","202.1",NA
"Herkesin inandığı gibi yaşayabildiği,","607.1",NA
"fikirlerini özgürce ifade edebildiği,","201.2",NA
"refaha katkıda bulunduğu","401",NA
"ve refahtan hak ettiği payı aldığı,","503",NA
"emniyet ve huzur içerisinde yaşayan bir toplum olarak","605.1",NA
"birlikte geleceğe yürüyeceğiz.","606.1",NA
"1.1. Temel Hak ve Hürriyetler","H",NA
"AK Parti, bireysel hak ve özgürlükler ile insan onurunu yüceltmeyi yeni anayasanın temel ahlaki referansı olarak kabul etmektedir.","204",NA
"Bu referansla, vatandaşlarımızın temel hak ve özgürlüklerini garanti altına almayı ve bunların kullanımını kısıtlayan engelleri ortadan kaldırmayı temel bir vazife olarak görmeyi sürdürüyoruz.","201.2",NA
"Tüm toplumsal kesimlere eşit mesafede durma anlayışımızla, milletimizin temel değerlerine dayalı birlikteliğimizi ve vatandaşlık bağını benimsiyoruz.","601.1",NA
"Devlet ile vatandaş ilişkilerinin adalet ölçüsünde ve demokratik bir temelde sağlanması gerektiğini düşünüyor ve tümvatandaşlarımızı çoğulcu bir yaklaşımla kucaklamaya devam ediyoruz.","202.3",NA
"Tarihi tecrübemiz, kadim medeniyet birikimimiz, insanı yücelten manevi değerlerimiz bugünün dünyasında temel hak ve hürriyetleri sağlam bir zeminde inşa etmemizin de güvencesidir.","601.1",NA
"Yeni Türkiye’de şiarımız; etnik kimliği, mezhebi ve inancı ne olursa olsun herkesi bağrına basan, onları eşit vatandaşlık ile evrensel ilke ve değerler temelinde demokratik bir ortak yaşam bilincine ulaştıran bir anlayışı, daha güçlü bir şekilde hayata geçirmektir.","606.1",NA
"a. Neler Yaptık","H",NA
"İfade, inanç ve teşebbüs hürriyetlerinin önündeki tüm engellerin kaldırılması AK Parti’nin temel prensibidir.","201.1",NA
"Bu anlayış çerçevesinde, temel hak ve özgürlükler alanında adeta “sessiz devrim” yaşanmış, bir çok adım atılmış ve temel reformlar hayata geçirilmiştir.","201.1",NA
"Attığımız adımlarla ülkemizde kronikleşmiş sorunları giderdik.","201.1",NA
"Toplumsal ve siyasal hayatı normalleştirdik ve yeniden toplum sözleşmesinin yapılabilmesinin önündeki engelleri kaldırdık.","606.1",NA
"12 yıllık iktidarımız döneminde, mevzuatın önemli bir kısmını gözden geçirdik ve antidemokratik olanların pek çoğunu değiştirdik.","202.1",NA
"Özellikle darbe dönemlerinde topluma dayatılan temel kanunların büyük bir kısmını yeniledik.","204",NA
"Düşünceyi ifade etmenin önündeki engelleri kaldırdık ve basın özgürlüğünü genişlettik.","201.2",NA
"İfade hürriyetiyle ilgili suçların tamamına, “eleştiri amacıyla yapılan düşünce açıklamaları suç oluşturmaz” kuralını koyduk ve eleştiri hürriyetini teminat altına aldık.","201.2",NA
"Basımevi ve eklentileri ile basın araçlarının, suç aleti olduğu gerekçesiyle zapt ve müsadere edilemeyeceği veya işletmeden alıkonulamayacağını anayasal kural haline getirdik.","201.2",NA
"Geçmişte alınmış binlerce yayın yasaklama, toplama ve el koyma emirlerini kaldırdık.","201.2",NA
"Yasaklanmış, toplanmış ve el konulmuş eserleri hürriyetine kavuşturduk.","201.2",NA
"Her farklılığı kendi tarihsel ve kültürel derinliği içinde, Türkiye’nin dinamizmine dönüştüren Partimiz, uzun geçmişe dayalı, pek çok sorunu aşma yolunda önemli projelere de imza attı.","607.1",NA
"Bunların arasında; vatandaşlarımızın inanç, mezhep, kültürel kimlik gibi tabii haklarını kullanabilmelerinin önünün açılması","607.1",NA
"ile çözüm sürecinin başlatılması bulunmaktadır.","106",NA
"İktidarlarımız döneminde bu alanda yaptığımız reformlarla toplumsal restorasyonun en önemli dinamiklerini harekete geçirdik.","202.1",NA
"İnsan hakları alanında önemli reformlar yaptık","201.2",NA
"ve Türkiye’nin insan hakları karnesini olumlu anlamda değiştirdik.","201.2",NA
"İktidarlarımız döneminde işkenceye sıfır tolerans politikasını hayata geçirdik.","201.2",NA
"Türkiye’nin artık işkence diye bir gündemi kalmamıştır.","201.2",NA
"İşkence suçlarına uygulanan cezaları arttırdık, bu suçları işleyenler bakımından zaman aşımını kaldırdık.","605.1",NA
"“İşkenceye Karşı BM Sözleşmesine Ek İhtiyari Protokol”ü onaylayarak iç hukuka dahil ettik.","201.2",NA
"Faili meçhul cinayetler dönemine son verdik,","605.1",NA
"mafya ve çeteleri ülke gündeminden çıkardık.","605.1",NA
"AİHM ihlal kararlarını; adli, cezai ve idari yargıda yargılamanın yenilenme nedeni haline getirdik.","201.2",NA
"Bilgi edinme hakkını kabul ederek, vatandaşlarımızın bilgi edinmesini imkânsızlaştıran uygulamaları ortadan kaldırdık.","202.1",NA
"İnsan hakları alanında evrensel nitelikteki en önemli belgelerden olan 1966 tarihli “BM Medeni ve Siyasi Haklara İlişkin Uluslararası Sözleşme” ile “BM Ekonomik, Sosyal ve Kültürel Haklara İlişkin Uluslararası Sözleşme”yi onayladık.","201.2",NA
"28 Şubat döneminde mağdur edilenlerin mesleklerine geri dönmelerini sağladık.","202.1",NA
"İnsan haklarını koruma ve geliştirmeye yönelik çalışmalarda bulunmak üzere idari ve mali özerkliğe sahipTürkiye İnsan Hakları Kurumunu oluşturduk.","201.2",NA
"Uzun yargılamalardan kaynaklanan AİHM önündeki derdest başvuruları çözmek için, iç hukukumuzda tazmin komisyonu kurduk.","201.2",NA
"2013 yılı Şubat ayından bu yana faaliyet gösteren İnsan Hakları Tazminat Komisyonu, vatandaşlarımızın mağduriyetlerini önleyecek çok sayıda karar aldı.","201.2",NA
"İnsan hakları konusundaki sorunları tek tek ele alarak belirli bir takvim içerisinde çözmek için, AİHM içtihatları çerçevesinde, “İnsan Hakları İhlallerinin Önlenmesine İlişkin Eylem Planı”nı hazırladık ve hayata geçirdik.","201.2",NA
"Vatandaşlarımızın idare karşısında uğradıkları haksızlıkları gidermek ve şikâyetlerini mahkemeye gitmeden sonuçlandırmak amacıyla Kamu Denetçiliği Kurumunu kurduk.","202.1",NA
"Konjonktürel gelişmelerden bağımsız olarak, 2001 tarihli Parti Programımızda öngördüğümüz üzere, daha fazla demokratikleşmeyi sağlamak için önemli adımlar attık.","202.1",NA
"İktidara gelir gelmez, OHAL uygulamasını kaldırarak normalleşme sürecini hızlandırdık.","605.2",NA
"Kültürel hakların genişletilmesi","607.1",NA
"ve eğitim sisteminin daha demokratik ve çoğulcu bir yapıya kavuşturulması için adımlar attık.","607.1",NA
"Farklı dil ve lehçelerde devletin resmi kanallarında yayın imkânı sağladık.","607.1",NA
