"text","cmp_code","eu_code"
"I.ÖNSÖZ","H",NA
"Siyasi partiler millete, devlete ve ülkeye hizmet için kurulup faaliyet gösterirler.","202.1",NA
"Bugüne kadar siyasi partileri, sadece bir avuç insanın iktidar koltuğuna oturmasına vasıta olarak görenler, hep aşırı bir partizanlık anlayı-şıyla hareket etmişler, parti menfaatlerini herşeyin üstünde tutmuşlardır.","606.1",NA
"Böyle bir zihniyetin Türk siyasi hayatında hakim olması zaman zaman de¬mokrasinin tehlikeye girmesine sebep olmuştur.","202.1",NA
"İnsanlarımızın, bugünkü demokratik kültürü, kör döğüşünü andıran bir iktidar -muhalafet ilişkisini kaldıracak bir seviyede değildir.","606.1",NA
"Kördöğüş, kavga, ülkemizde kamplaşmaları hızlandırır.","606.1",NA
"Türk-Kürt, Laik-Antilaik, Sun- ni-Alevi gibi kamplaşmalar ülkeyi ciddi tehlikelere sürükler.","606.1",NA
"Dış güçlerin oynamak istedikleri oyunları iyi anlayıp, ona göre tedbirler almalıyız.","601.1",NA
"İleriyi göremeyenler, artık Türk siyasi hayatından çekilmelidir.","305.1",NA
"Hepimiz Türkiye için varolmalıyız.","601.1",NA
"Bu çatı çökerse altından kimse kurtulamaz.","601.1",NA
"Bu sebeple her şeyden önce bütün vatandaşlarımı, önce Türkiye,","601.1",NA
"sonra kültür ve tarih bir-liğimiz olan ülke ve topluluklar için","601.1",NA
"ve nihayet dünya barışı için bir ve bera¬ber olmaya çağırıyorum.","106",NA
"Türkiyemiz 60 milyonu aşan nüfusu","601.1",NA
"çok iyi yetişmiş kadroları,","411",NA
"geliş¬meye açık yenilikleri kabul eden toplumu","411",NA
"ve tarihe damgasını vurmuş üstün kültürü ile ikibinli yıllarda süper güçlerden biri olmaya adaydır.","601.1",NA
"Bu güç milletimizde vardır.","601.1",NA
"Mesele bu gücü organize edebilmek ve yüce hedeflere yöneltebilmektir.","305.1",NA
"İnsanların birbirini çiğnediği,","105",NA
"kuvvetinin zayıfı ezdiği,","503",NA
"sömürünün, rüş-vetin, yolsuzluğun, çirkef ve bataklıkların olduğu düzenler bir bir yıkılmak-tadır.","304",NA
"Bu yıkılışın gerçekleşmemesi, halkın alternatif siyasi partileri göreme-mesinden kaynaklanmaktadır.","305.1",NA
"Alternatif olmak ise kolay değildir.","305.1",NA
"Yıllarca çile çekmeyi, mücadele etmeyi, yetiştirdiği kadrolarla güven kazanmayı ge-rektirmektedir.","305.1",NA
"İşte aziz milletimiz, bu misyonu sağladığı haklı güvenle Milliyetçi Hare¬ket Partisinde görmekte ve Milliyetçi Hareket Partisini iktidara getirmeye hazırlanmaktadır.","305.1",NA
"Milliyetçi Hareket Partisi olarak, güçlü ülkemizin güçlü insanları ile dünyada kan ve gözyaşının akmadığı bir barış döneminin,","106",NA
"""Hak haklınındır"" esasına dayalı bir dünya düzeninin kurulmasında etkili olacağımıza inanan ve tevccüh gösteren aziz milletimizin mahcup etmeyeceğimizi belirtiyor,","202.1",NA
"250 milyonluk Türk dünyasının ve İslâm aleminin öncüsü olarak lider Türkiye ile dünyadaki ""Haydut Kanunu""na"" son vereceğimize söz veriyorum.","601.1",NA
"Milliyetçi Hareket Partisi olarak, hepimizin özlediği yeni düzeni kuraca-ğımızı, açıkça taahhüt ediyor,","305.1",NA
"sizlere güzel günler, mutluluklar, adaletli bir düzen,","202.1",NA
"kötülere fırsat vermeyen, iyileri koruyan ve yükselten,","202.1",NA
"sağlam ve güvenli bir sistem","605.1",NA
"ve neticede güçlü bir Türkiye, lider bir Türkiye vaadedi- yorum.","601.1",NA
"Onun için, her şeyden önce, tüm vatandaşlarımızı birlik ve beraberliğe çağırıyor ve aziz milletime sesleniyorum.","601.1",NA
"KAVGAYA DEĞİL BARIŞA,","106",NA
"KİN VE NEFRETE DEĞİL SEVGİYE,","106",NA
"SAVAŞA DEĞİL YARIŞA,","105",NA
"SÖMÜRÜYE DEĞİL, ADALETE ÇAĞIRIYORUM.","202.1",NA
"HAK YOLUNA, HAKİKAT YOLUNA ÇAĞIRIYORUM","202.1",NA
"Yıllarca Türk milliyetçiliği davası peşinde koşup, çoğunlukla çile ve ızdırap çeken dava arkadaşlarıma, bütün Türkiye sevdalılarına, bir türlü öz-lediği yönetime kavuşamayan Yüce Milletime, bir taahüt belgesi niteliğinde hazırlanan bu parti beyannamesini sunmaktan mutluluk duyuyor ve vaa- dettiğimiz aydınlık günlerin yakında gerçekleştirileceğini müjdeliyorum.","305.1",NA
"Alparslan TÜRKEŞ","H",NA
"Milliyetçi Hareket Partisi Genel Başkanı","H",NA
"II.TEMEL GÖRÜŞ VE İLKELERİMİZ","H",NA
"Milliyetçilik: MHP milletin ve onu birarada tutan temel değerlerin oluşturduğu milliyetçiliği çağların en önemli gerçeği, siyasi ve sosyal olayla¬rın hareket merkezi olarak kabul etmektedir.","601.1",NA
"MHP ırkçı ve emperyalist amaçları olan batı kaynaklı olumsuz milliyet-çilik anlayışının,","601.1",NA
"bölücü sınıf devleti anlayışının karşısındadır.","601.1",NA
"Türk milleti, kendini Türk kabul eden, Türk devletine ve vatanına sa-dakatle bağlı bulunan, ortak bir soy ve kültür şuuru taşıyan ve bu şuuru devam ettirme iradesine sahip çıkan fertlerden meydana gelmiştir.","601.1",NA
"Milli Devlet: Millete hizmet için var olan, koruyucu ve koordinatör devleti esas almaktayız.","303",NA
"Demokrasi: Demokrasi dünyadaki mevcut rejimler içinde en idealidir.","202.1",NA
"Demokrasi, hukukun üstünlüğünün,","202.1",NA
