"text","cmp_code","eu_code"
"ZOR ZAMANLARIN PARTİSİ CHP","H",NA
"Türkiye bir dönüm noktasında…","305.1",NA
"Ülkemiz 1 Kasım 2015 Genel Seçimi’ne doğru yol alırken Türkiye’nin sorunları giderek büyüyor.","305.1",NA
"Türkiye’nin tüm kaynaklarını şahsi çıkarları için kullanmaya çalışanlar ülkemizi dar boğaza,","410",NA
"çatışmaya","106",NA
"ve büyük bir bunalıma sürüklüyorlar.","606.1",NA
"7 Haziran’da ortaya çıkan milli iradeyi hazmedemeyenler;","202.1",NA
"ne pahasına olursa olsun iktidarı paylaşmak istemeyenler;","202.1",NA
"samimi değil, içten pazarlıklı davrananlar;","202.1",NA
"“Önce Türkiye” diyerek, hiçbir mevki pazarlığı yapmadan taşın altına elini koyan CHP’nin gösterdiği cesareti gösteremeyenler;","601.1",NA
"kişisel hesapları uğruna ülkeyi bu zor zamanda hükümetsiz bırakanlar;","305.3",NA
"Türkiye’yi istikrarsızlaştıranlar;","305.3",NA
"Türkiye’yi Türkiye yapan tüm değerlerimizi yıkıyor.","601.1",NA
"Bu bildirge, zor zamanların partisinin, Cumhuriyet Halk Partisi’nin çağrısıdır.","305.1",NA
"Türkiye’yi bu zor zamanlardan ancak Cumhuriyet Halk Partisi çıkarabilir.","305.1",NA
"Çünkü büyük zorlukların üstesinden, ancak cesaret alabileceği, sırtını yaslayabileceği ve kendisine yön verecek güçlü bir geçmişe sahip olan bir irade gelebilir.","305.1",NA
"CHP, böyle bir tarihi mirasa sahip olan tek siyasal partidir.","305.1",NA
"BUNALIMDAKİ TÜRKİYE","H",NA
"Toplumsal hayatımızın nerdeyse her alanında bir buhran yaşanıyor.","606.1",NA
"Cumhuriyet Halk Partisi bu buhranların temelinde yatan beş önemli sorunu çözme","305.1",NA
"ve ülkemizi istikrara,","305.3",NA
"barışa","106",NA
"ve refaha kavuşturma sözü veriyor.","410",NA
"TOPLUMSAL ÇATIŞMA VE KÜRT SORUNU","H",NA
"AKP iktidarında ayrımcılık, ötekileştirme ve kutuplaştırma gündelik hayatımızın her alanına damgasını vuruyor.","607.1",NA
"“Önyargı, kin ve nefret” toplumsal barışı ve bir arada yaşama arzusunu tehdit eden boyutlara ulaşmış durumda.","606.1",NA
"AKP toplumu ayrıştırıyor, kamplara bölüyor.","606.1",NA
"İktidar partisi, kendi siyasi çıkarlarını korumak için toplumda var olan ideolojik ve kültürel ayrışmaları derinleştiriyor.","606.1",NA
"Karşılaştığı her sorunu, daha büyük sorunlar ve krizler yaratarak aşmaya çalışıyor.","606.1",NA
"Gerilimin sürekli tırmandırılması çatışma ortamlarına zemin hazırlıyor.","606.1",NA
"Çatışma ve kavga artık toplumun her alanını etkiliyor.","606.1",NA
"Bu tablonun tek sorumlusu AKP’dir.","305.1",NA
"AKP, Kürt sorununu kapalı kapılar ardında, TBMM’den kaçırarak, demokratik meşruiyet olmadan çözmeye çalıştı.","202.1",NA
"Elinde silah olanı güçlendirdi.","202.1",NA
"Meclis’te siyaset yapanı yıprattı.","202.1",NA
"Başkanlık sistemini geçirmek gibi gizli hesaplarla hareket etti.","203",NA
"Çözüm için güçlü bir hukuki altyapı oluşturmaktan kaçtı.","202.1",NA
"AKP, Kürt sorununu çözmek bir yana giderek derinleştirdi.","202.1",NA
"AKP’nin gizli hesapları tutmayınca terör çok daha şiddetli bir biçimde yeniden başladı.","605.1",NA
"Toplumsal huzur ve barış, son zamanlarda hiç olmadığı kadar büyük bir tehlike içinde.","605.1",NA
"Her gün gençlerimiz şehit düşüyor.","605.1",NA
"Her gün kardeş kavgası derinleşiyor.","606.1",NA
"Sokaklar hukukun egemenliğinden çıkıyor.","202.1",NA
"Silah, siyasetin önüne geçmiş durumda.","202.1",NA
"Şiddet, farklı kesimlerden insanlarımızı birbiriyle konuşamaz hale getiriyor.","606.1",NA
"Toplumumuz büyük bir buhran yaşıyor.","606.1",NA
"DARBE HUKUKU VE OTORİTERLEŞME SORUNU","H",NA
"Türkiye, Anayasa’nın askıya alındığı,","203",NA
"siyasal sisteminin ne olduğunun bilinmediği,","202.3",NA
"kararların Saraylarda verildiği,","203",NA
"devletin bir bütün olarak meşruiyetinin aşındığı bir dönemden geçiyor.","202.1",NA
"Tek adam rejimi kurma hevesi, sistemin tüm kurallarını aşındırıyor.","202.1",NA
"Otoriter rejim Türkiye’nin istikrarını yok ediyor.","202.1",NA
"Hukuk güç karşısında susuyor.","202.1",NA
"Keyfilik artıyor.","202.1",NA
"Gücün karşısında hakkın, hukukun sesi olması gereken adliyeler,güçlünün baskı aracı oluyor.","202.1",NA
"Adaletsizlik toplumsal hayatın her alanına yayılıyor.","202.1",NA
"Hukuk susuyor; silah konuşuyor.","202.1",NA
"Hukuk susuyor; hırsızlık, yolsuzluk, sistemi sarmalıyor.","304",NA
"Hukuk susuyor; baskı artıyor.","201.1",NA
"Hukuk susuyor; ezenler dokunulmaz hale geliyor, ezilenler çaresiz kalıyor.","202.1",NA
"Siyaset ve demokrasi bir buhran yaşıyor.","202.1",NA
"DIŞ POLİTİKA SORUNU","H",NA
"Türkiye, her geçen gün yalnızlaşıyor.","107",NA
"Mezhepçilik, maceraperestlik, kabadayılık tuzaklarına düşmüş olan dış politika, dost değil, düşmanlar yaratıyor.","103.1",NA
"Türkiye bölgesinde bir istikrarsızlık kaynağı haline geliyor.","106",NA
"Ülkemiz, doğmasında ve derinleşmesinde iktidar partisinin payı olan uluslararası krizlerin, siyasi, ekonomik ve insani yansımaları ile boğuşuyor.","107",NA
"Türkiye, tarihi boyunca yöneldiği Batı’dan uzaklaşıyor.","107",NA
"Yönü belirsiz, pusulasız, fırtınalı denizlere sürükleniyor.","107",NA
"Türkiye demokrasi ile yönetilen, sistemlerinin temelinde insan hakları ve özgürlükler olan müttefiklerini bırakıyor.","202.1",NA
"Otoriter, mezhepçi, istihbarat örgütleri ile ayakta kalan bazı Orta Doğu rejimleri ile birlikte anılır hale geliyor.","202.1",NA
"Dış politikamız bir buhran yaşıyor.","107",NA
"EKONOMİK SORUN","H",NA
"Türkiye ekonomisi alarm veriyor.","404",NA
"Ekonomimiz artık yerinde dahi saymıyor, geriye gidiyor.","410",NA
"17 milyonu aşan yoksulumuz","504",NA
"ve 6 milyonu aşan işsizimiz azalmıyor, artıyor.","701",NA
"Türk Lirası her gün değer kaybediyor.","414",NA
"Girişimciler önlerini göremiyor.","401",NA
"Yatırımcılar ülkeden kaçıyor.","401",NA
"Türkiye küresel yarışta geriye düşüyor.","410",NA
"Türkiye büyüyemiyor.","410",NA
"Türkiye üretemiyor.","410",NA
"Türkiye iş yaratamıyor.","410",NA
"Türkiye’de gelir dağılımı bozuluyor.","503",NA
"Vatandaş bu sorunlarla uğraşırken, insanlarımız çocuklarının geleceği için kaygılanırken, iktidar sahipleri kaynaklarımızı israf ediyor.","414",NA
"Yurttaşlarımız madenlerde, inşaatlarda, tarlalarda, tersanelerde ezilirken, siyasetten zengin olanlar saraylarda, yalılarda, köşklerde yaşıyor.","304",NA
"Devlet kaynakları havuzlara akıtılıyor.","304",NA
"Türkiye’nin geleceği için hayati önemde olan kaynaklar yolsuzluk batağında kayboluyor.","304",NA
"Rant odaklı, tek yönlü, üretmeden tüketmeye dayalı ekonomik büyüme modeli Türkiye’nin büyük hedeflerine ulaşmasına engel oluyor.","410",NA
"Türkiye orta gelir ve orta teknoloji tuzağında patinaj yapıyor, çok kıymetli bir zamanı kaybediyor.","411",NA
"Ekonomimiz bir buhran yaşıyor.","404",NA
"EĞİTİM SORUNU","H",NA
"Demokrasimizin geleceği için,","202.1",NA
"toplumsal hoşgörünün yeşermesi için,","607.1",NA
"ekonomimizin bilgi ekonomisine geçebilmesi için","411",NA
"ve dünya ile rekabet edebilmemiz için","411",NA
"hayati önemdeki eğitim sistemimiz felç olmuş durumda.","506",NA
"Eğitimde yaşanan sorunlar geleceğimizi karartıyor.","506",NA
"Son 12 yılda 13 kez değişen eğitim sisteminden hiçbir veli memnun değil.","506",NA
"Ülkemizde tüm anne babalar çocuklarının geleceği için kaygılanıyor.","506",NA
"Devlet okulları kendi kaderlerine terk ediliyor, öğrenciler istemedikleri okullara gitmeye zorlanıyor.","506",NA
"İyi ve kaliteli eğitim sadece gelir durumu iyi olan çok ufak bir azınlığın ayrıcalığı haline geliyor.","506",NA
"Kalitesiz eğitim fakirin çocuğunu fakirliğe mahkûm ediyor.","506",NA
"Binlerce öğretmen kadrosuz bekletiliyor.","506",NA
"Bilim dünyası ve üniversite yönetimleri baskı altına alınıyor.","202.1",NA
"Üniversiteler, AKP’nin yerel örgütlerine çevrilmeye çalışılıyor.","202.1",NA
"Mezunlarımız iş bulamıyor.","701",NA
"Sorgulamayı değil, dogmaları; demokrasiyi, özgür düşünceyi değil, itaati; çoğulculuğu değil, tekçiliği önceleyen eğitim sistemi demokrasimizin geleceğini tehlikeye atıyor.","202.1",NA
"Eğitim sistemimiz bir buhran yaşıyor.","506",NA
"SORUNLARIN ÇÖZÜMÜ İÇİN BÜYÜK DÖNÜŞÜM HEDEFLERİ","H",NA
"Türkiye’nin büyük bir dönüşüme ihtiyacı var.","404",NA
"Türkiye’nin CHP’nin ısrarla savunduğu “büyük dönüşüm hedeflerinin” gerçekleştirilmesine ihtiyacı var.","404",NA
"Türkiye’nin içinde bulunduğumuz buhrandan ülkemizi çıkaracak vizyon ve cesarete sahip bir siyasi kadroya ihtiyacı var.","305.1",NA
"Türkiye’nin CHP’ye ihtiyacı var.","305.1",NA
"Türkiye’nin sorunları derin, ama Türkiye çaresiz değil.","305.1",NA
"Çünkü Cumhuriyet Halk Partisi var.","305.1",NA
"TOPLUMSAL DAYANIŞMA VE ÇÖZÜM İÇİN CHP","H",NA
"CHP toplumumuzu ayrıştıran ve çatıştıran kutuplaştırma siyasetine son verecektir.","606.1",NA
"CHP iktidarında gerginlik kültürünü besleyen “şüphe, yaftalama ve tehdit” yöntemleri, yerini  “diyalog, duygudaşlık ve ikna” gibi demokratik yöntemlere bırakacaktır.","202.1",NA
"Etnik kimlik,  inanç ve yaşam tarzı üzerinden politika yapılmayacak, kimliğinden dolayı kimse ötekileştirilmeyecektir.","607.1",NA
"Toplumsal huzurun sağlanması için Kürt sorununun en kısa sürede çözüme ulaştırılması gerekmektedir.","202.1",NA
"CHP binlerce insanımızın yaşamını yitirmesine yol açan şiddeti ve çatışmayı Türkiye’nin gündeminden çıkarmakta kararlıdır.","202.1",NA
"Devlet, temel görevi olan güvenliği tesis edecek,","605.1",NA
"ama bunu insan haklarına tam saygı içinde, yeni yaralar açmadan yapacaktır.","201.2",NA
"CHP sorunu çözmek için samimi ve dürüst olacak, gizli bir ajandaya göre hareket etmeyecektir.","202.1",NA
"Topluma izah edilemeyecek angajmanlara girmeyecektir.","202.1",NA
"Çözüm barışçıl yöntemlerle, parlamenter zeminde, şeffaf, hukuka uygun bir biçimde ve toplumsal mutabakatla sağlanacaktır.","202.1",NA
"Çözümün temelinde özgürlükçü ve çoğulcu bir demokrasi ve eşit yurttaşlık anlayışı olacaktır.","202.1",NA
"CHP yurttaşlarımıza hiç kimsenin eline bir daha silah almayacağı bir Türkiye sözü vermektedir.","202.1",NA
"BİRİNCİ SINIF DEMOKRASİ İÇİN CHP","H",NA
"Türkiye’nin parlamenter sistemi güçlendiren, güçler ayrılığı ilkesini ve hukukun üstünlüğünü egemen kılan,","202.1",NA
"özgürlükçü bir anayasaya","204",NA
"ve birinci sınıf demokrasiye ihtiyacı var.","202.1",NA
"Fiilen anayasayı askıya alan otoriterliğe karşı, Cumhurbaşkanlığını parlamenter sistemin tanımladığı sınırlar içine alacak reformlara ihtiyacı var.","202.1",NA
"Bunu sağlamak için darbe yasaları ortadan kaldırılmalıdır.","204",NA
"Hak ve özgürlükleri evrensel standartlara taşıyacak yasal düzenlemeler hayata geçirilmelidir.","204",NA
"“Darbelerle hesaplaşacağız” diyerek iktidara gelenler, bugün iktidarlarını korumak için darbe hukukunun tüm baskıcı araçlarından istifade etmektedir.","204",NA
"CHP, hukuk sistemimizden darbeci kurum ve kuralları silecek, darbe düzeninden istifade edenlerin iktidarına son verecektir.","204",NA
"CHP, HSYK’yi yeniden yapılandıracaktır.","202.1",NA
"Yargının bağımsızlığını ve tarafsızlığını güvence altına alacaktır.","202.1",NA
"CHP, temel hedefi insan haklarının korunması olan, nitelikli bir yargı düzeninin kurulması için gerekli tüm tedbirleri alacaktır.","202.1",NA
"CHP birinci sınıf demokrasiyi, özgürlükleri genişleterek;","201.2",NA
"çoğulculuğu tesis ederek;","202.1",NA
"parlamenter sistemi güçlendirerek;","202.3",NA
"parlamenter denetim mekanizmalarını etkin kılarak;","202.1",NA
"yargının gerçek anlamda bağımsızlığını ve tarafsızlığını sağlayarak;","202.1",NA
"yargı düzeninin niteliğini yükselterek;","202.1",NA
"sivil toplumu güçlendirerek;","606.1",NA
