"text","cmp_code","eu_code"
"Çağrımız; manevi değerler ekseninde oluşturulan birlikteliklerin küresel siyasetin vesayetine girmesine",NA,NA
"ve iyi niyetle oluşturulan değerlerin heba edilmesine rıza göstermeyenleredir.",NA,NA
"Çağrımız; hoşgörü, diyalog ve müsamaha adı altında, inanç dünyamızın misyonerler tarafından istila edilmesine zemin hazırlanmasından rahatsız olanlaradır.",NA,NA
"Çağrımız; yatırım ve üretim yapan, ürettiğinin karşılığını görmek isteyenleredir.",NA,NA
"Çağrımız; çalışan, üreten ve emeğinin karşılığını hakça almak isteyenleredir.",NA,NA
"Çağrımız; demokrasinin erdemine inananlaradır.",NA,NA
"“Ses Ver Türkiye”  söylemiyle her ferdine, her hanesine ve her yöresine sesleneceğimiz Türkiye; ayağa kalkarak bu çağrımızı karşılıksız bırakmayacak,",NA,NA
"sağduyunun sesine mutlaka ses verecektir.",NA,NA
"Milliyetçi Hareket millî vicdanın sesidir.",NA,NA
"Hiç şüphe etmiyoruz ki, Türkiye bu sese kulak verecektir.",NA,NA
"“2023’e Doğru Yükselen Ülke Türkiye Sözleşmesi” adını taşıyan Seçim Beyannamemiz, Türkiye’yi bölgesinde lider ve küresel anlamda bir güç merkezi haline getirme hedefi doğrultusunda Milliyetçi Hareket Partisi’nin sözü ve senedi olarak Yüce Türk Milletinin değerlendirmesine sunulmaktadır.",NA,NA
"Gayret ve çalışma bizden, takdir ve destek aziz milletimizden, yardım ve himaye Cenab-ı Allah’tandır.",NA,NA
"Devlet BAHÇELİ                                                                           Milliyetçi Hareket Partisi                                                                                    Genel Başkanı",NA,NA
"Yüce Türk Milleti; Seçimlerde aziz Türk milletiyle en büyük ittifakı gerçekleştirecek olan Milliyetçi Hareket’in hedefi tek başına iktidar olmaktır.",NA,NA
"MHP olarak, biz hazırız.",NA,NA
"Türk milletini, Milliyetçi Hareket’in tek başına iktidarında aydınlık geleceğe birlikte yürümeye çağırıyoruz.",NA,NA
