"text","cmp_code","eu_code"
"A Zeni Dönemde „Gülcü mhp“ Gülcü Türkiye","H",NA
"Milliyetçi Hareket Partisi yarım asra varan siyasî birikiminin yanı sıra, Türkiye’nin fırsat ve tehditlerine yönelik isabetli tespit ve politikaları ile milletimizin refahı ve huzurunun teminatıdır.","305.1",NA
"Önümüzdeki dönemde de Cumhurbaşkanlığı Hükümet Sisteminin öngördüğü çerçevede milletimizin verdiği destek doğrultusunda vatandaşlarımızın beklentilerine uygun olarak politikalarını tatbik edecek, denetim görevini lâyıkıyla yerine getirecektir.","305.1",NA
"15 Temmuz hain darbe girişiminden sonraki süreçte Partimiz hem demokrasinin güçlenmesi,","202.1",NA
"hem de güçlü hükümet,","305.3",NA
"etkin TBMM’yi esas alan dengeli bir hükümet sisteminin tesisi adına önemli katkılar sağlamıştır.","202.1",NA
"Bazı mahfillerce “Türk”süz bir anayasanın dillendirildiği ortamda Cumhuriyetin temel nitelikleri ile devletin kuruluş esaslarının düzenlendiği Anayasa’nın ilk dört maddesi, MHP’nin teminatı altında olmuştur.","203",NA
"Türkiye Cumhuriyeti’nin temel niteliklerine,","203",NA
"insan haklarının teminat altına alınmasına","201.2",NA
"ve Türk devletinin bölünmez bir bütün olarak yaşamasını sağlam teminatlara bağlayan bir yapının esasları oluşturulmuştur.","601.1",NA
"Yasamanın yürütmeyi daha etkin denetleyebilmesi, yürütmenin gücünün yasamaya verilen yetkilerle sınırlandırılması, denge ve denetim mekanizmalarının güçlendirilmesi gibi hususlarda önemli katkılar sağlayarak, Cumhurbaşkanlığı hükümet sisteminin temel niteliğinin ortaya çıkmasına vesile olmuştur.","202.1",NA
"Bu şekilde, Türkiye’nin siyasî, sosyal ve ekonomik sorunlarının çözümünü kolaylaştıracak, ülkemizin bekasını ve milletimizin refahını temin edecek bir sistem oluşturulmuştur.","305.3",NA
"Yürütmedeki iki başlılık giderilmiş, yasama ve yürütme katı biçimde birbirinden ayrılmış, TBMM’nin yürütmeyi denetleme fonksiyonu etkinleştirilmiştir.","202.1",NA
"Partimizin TBMM’de etkin konumda olması, bir yandan yürütmenin adalet ve hakkaniyet anlayışı içinde denetlenmesini,","202.1",NA
"bir yandan da ekonomik","408",NA
"ve sosyal politikalara yön vermesini sağlayacaktır.","504",NA
