"text","cmp_code","eu_code"
"İLKELER","H",NA
"İYİ Parti, ülkemizi yönetme anlayışını ve iradesini ortaya koyduğu sekiz ilkesini 1 Nisan 2018'de, 1 inci Olağanüstü Kurultay'ında, onbinlerce katilımcının önünde açıklamıştir.","305.1",NA
"Bu ilkeler şöyledir;1. Hiç kimse milletten büyük değildir.","202.1",NA
"2. Adalet herkes içindir ve hukuk kurumları hepimize eşit mesafededir","202.1",NA
"3. Cumhuriyet ve demokrasi tek kişinin eline bırakılamayak kadar değerlidir, o değeri taşıyacak olan da demokratik parlamenter sistemdir.","202.3",NA
"4. Ülkenin tüm kaynakları ırk, din, mezhep, dil, cinsiyet, politika ayrımı yapılmaksızın herkese eşit dağıtilmalıdır.","607.1",NA
"5. Güçsüz ve korunmaya muhtaç insanlarımız kayıtsız şartsız Devlet'in koruması ve sorumluluğu altindadır.","504",NA
"6. İnsanın iyiliğini","201.1",NA
"ve devletin güvenliğini önde tutmayan hiçbir plan ve projenin altina imza atilamaz.","605.1",NA
"7. Ahlâki değerlere,","603",NA
"bilimsel düşünceye","506",NA
"ve sorumluluk duygusuna bağlı bireylerin varlığı toplumumuzun temel değeridir.","606.2",NA
"8. İnanç özgürlüğü, ifade özgürlüğü","201.2",NA
"ve teşebbüs özgürlüğü anayasal güvence altindadır.","401",NA
"SİYASET ANLAYIŞIMIZ","H",NA
"Siyasette ahlak, yönetimde adalet ilkesine gönülden bağlı İYİ Parti; Türk Milleti'nin Cumhuriyeti kurarak teminat altina almış olduğu ""Egemenliğin, Kayıtsız ve Şartsız Milletimize Ait"" olduğuna inanır.","202.1",NA
"İYİ Parti, yönetimi belirleyen yegâne gücün milli irade olduğunu kabul eder.","202.1",NA
"Akıl ve bilimin rehberliğinde adaletçi bir düzenle, özgür toplumda demokratik değerlerin güçlendirilmesi,","202.1",NA
"bireysel temel hak ve özgürlüklerin korunmasına,","201.2",NA
"etik yönetim ilkesine","304",NA
"ve Cumhuriyetimizin kuruluş felsefesine gönülden bağlıdır.","203",NA
"ÇOĞULCU VE KATILIMCI BİR DEMOKRASİDEN YANAYIZ","H",NA
"İYİ Parti, yönetimin esas gücü olan milli iradenin hakça tecellisinin herkesin bütün siyasal ve sosyal haklarını özgürce kullanabildiği","201.2",NA
"çoğulcu ve katilımcı demokratik bir düzenle mümkün olacağını savunur.","202.1",NA
"Denetlenebilir, hesap verebilir bir kamu yönetiminin kurulmasında ve sürdürülmesinde sivil toplum örgütlerinin önemine ve sürece etkin katilımlarının gereğine inanır.","304",NA
"Türk Milleti'nin Ülkesi ve Devletiyle bölünmez bütünlüğünü savunur.","601.1",NA
"Milli ve manevi değerlerimizi koruyarak, Cumhuriyetimizin kurucusu Mustafa Kemal Atatürk'ün gösterdiği muasır medeniyet seviyesine ulaşmak, çağdaş dünya ailesinde onurlu ve saygın bir yer tutmak ve ülkemizi daima daha ileriye taşımak için","601.1",NA
"demokratik hukuk devleti norm ve kabullerine uygun faaliyette bulunmak siyasetinin ana merkezidir.","202.1",NA
"İnsanların farklı dil, din, ırk, inanç, düşünce ve bunu ifade etme, örgütlenme ve yaşama gibi doğuştan sahip olduğu haklara mutlak saygılıdır.","201.2",NA
"Farklılığı ayrışma yerine, korunması gerekli kültürel zenginliğimiz sayar.","607.1",NA
"Yönetimde, birey-devlet ilişkilerinde ve sosyal yaşamın her alanında demokratik toplum gereklerine aykırı her türlü ayrımcı yaklaşımı reddeder.","607.1",NA
"Devleti; birey ve topluma hizmet için ulusun birlikte inşa ett'ği, hukuk devleti,","202.1",NA
"güçlü sivil toplum","606.1",NA
"ve özgür medya sacayağına oturan bir hizmet kurumu, huzur ve güven içerisinde özgürce yaşamayı temin eden temel yapı kabul eder.","201.1",NA
"Türk Milleti adına egemenlik yetkisi kullanan yasama, yürütme ve yargı erkleri ile devletin genel idare sisteminde kamusal iş ve işlev gören bütün kişi, kurum ve kuruluşların; yetki kullanımı ve görev ifasında, demokratik hukuk devleti normlarına uygunluk, ahlakilik ve adaleti esas alır.","202.1",NA
"Herkesin inandığı gibi yaşama tarzı, özgür düşünme ve bunu ifade etme özgürlüğünün tartişılamaz olduğunu kabul ile hukuka uygun tanıtim ve yayma amaçlı örgütlenmesini de temel hak kabul eder.","201.2",NA
"Herkesin her kurumda ve yaşamın her alanında eşit haklara sahip olduğunu, anayasada yer alan laiklik","203",NA
"ve kanun önünde eşitlik ilkelerinin gereği olarak görür.","202.1",NA
"Hiçbir inanç ve düşünceden yana veya karşı tutum sergilemeyeceğini, temel hak ve özgürlüklerin hiçbir oylamaya konu olamayacağını savunur.","201.2",NA
"Siyaseti Türk milletini değerleriyle birlikte yüceltmek için yapar.","601.1",NA
"Yüce dinimiz İslam'ın günlük siyasette kullanılmasını ve istismarını reddeder.","203",NA
"Yargıda, adaletin hızlı ve güvenli biçimde gerçekleşmesini talep etmenin, herkesin hakkı olduğuna inanır.","202.1",NA
"Her alanda, doğrunun ve haklının hukukunu yok edici, örseleyici, zedeleyici engelleri kaldırıp, adil yargılanma","202.1",NA
"ve hak arama özgürlüğünü tümüyle gerçekleştirmeyi taahhüt eder.","201.2",NA
"Aileyi Türk toplumunun temeli kabul eder ve ailenin; kültür değerlerimizi, duygu ve düşüncelerimizi, örf, adet ve geleneklerimizi yeni kuşaklara aktaran eğitici en temel sosyal kurum olarak kabul eder.","603",NA
"Kadınlarımızın sosyal ve siyasal hayatta layık oldukları ve hak erkleri her seviye ve konumda olmalarını, yönetim ve üretim süreçlerine koşulsuz ve engelsiz biçimde katilmalarını insan haklarının ve sosyoekonomik gelişmenin vazgeçilmezi sayar.","503",NA
"Gençliğin; çağdaş ölçütlere göre gelişmiş, kalkınmış,","410",NA
"tam bağımsız güçlü ülke Türkiye ülküsüne bağlı,","601.1",NA
"moral değerlerle yüklenmiş bireyler olmalarını önemser.","603",NA
"Bu amaçla her düzey ve alanda özgür düşünceli bilgi toplumu olma yolunda çağdaş veri ve araçlarla donanmış bir eğitim ve öğretim anlayışını savunur.","506",NA
"Çevrenin doğal kalması ve sağlıklı olmasını doğanın hakkı sayar ve sıkıca korunacağını taahhüt eder.","501",NA
"Sahipli veya sahipsiz hayvanların bir mal değil, aynı zamanda bir canlı olarak kabulü ile korunmaları için idari, kötü muameleye maruz kalmamaları ve yaşam haklarının güvence altina alınması için de caydırıcı ceza tedbirleri alacağını taahhüt eder.","502",NA
"İYİ Parti iktidarında; anayasal sistemin parlamenter demokrasi esas ve usullerine göre işlemesini taahüt eder.","202.3",NA
"DEMOKRATİK CUMHURİYET, TOPLUMSAL UZLAŞI, GÜÇLÜ VATANDAŞLIK","H",NA
"İnsan olmakla ehil ve hak sahibi olduğumuz, evrensel ilkelerle belirlenmiş ve çağdaş dünyaca kabul edilmiş tüm temel hak ve özgürlükleri korumak, kullanımının karşısındaki her türlü engeli yok etmek birinci vazifemizdir.","201.2",NA
"Herkes kanun önünde eşitt'r.","202.1",NA
"Sosyal, siyasal, etnik, mezhebi veya bölgesel grup hakkı veya özgürlüğü kabul edilemez.","608.1",NA
"Bu veya başka sebeplerle hiçbir kimse yahut gruba imtiyaz tanınamaz.","608.1",NA
"TEMEL HAK VE ÖZGÜRLÜKLER","H",NA
"İNANÇ, FİKİR ve İFADE ÖZGÜRLÜĞÜNÜ İNSANIMIZ İÇİN VAZGEÇİLMEZ BİR HAK OLARAK GÖRÜYORUZ.","H",NA
"1- Bireysel hak ve özgürlükleri, hukukun evrensel ilkeleri çerçevesinde anayasal teminata bağlayacağız","201.2",NA
"Bireysel hak ve özgürlükleri, hukukun evrensel ilkeleri çerçevesinde anayasal teminata bağlayacağız ve bu hak ve özgürlüklerinin kullanımında yasal veya idari düzenlemeler ve uygulamalarla getireceğiz, keyfi kısıtlamalara izin vermeyeceğiz.","201.2",NA
"Anayasa ve yasalar çerçevesinde özgürlükleri; ancak milli güvenlik, genel sağlık, kamu yararı ve kamu düzeni için tehdit oluşturan istisnai durumlarda geçici olarak kısıtlayabileceğiz,","601.1",NA
"bu kısıtlamalar altinda gerçekleştirilen idari tasarruflarda keyfiliği kesin olarak engelleyeceğiz.","202.1",NA
"Milli güvenlik, genel sağlık, kamu yararı ve kamu düzeni kapsamına giren hususlar ortak akıl ile belirleyeceğiz.","601.1",NA
"Kavramların içinin doldurulmasında kişisel çıkara yönelik yaklaşımlara izin vermeyeceğiz.","202.1",NA
"Artik geçmiş iktidar döneminde ihlal edilmesi normalleşen; haberleşme özgürlüğü, düşünceleri açıklama ve yayma özgürlüğü, inanç özgürlüğü, girişim özgürlüğü, toplanti ve gösteri yapma özgürlüğü, özel yaşamın gizliliği başta olmak üzere tüm temel hak ve özgürlükleri güvence altina alacağız.","201.2",NA
"2- Kişisel veri mahremiyeti ve bilgi edinme, dilekçe gibi demokratik hakları güvence altina alacağız.","201.1",NA
"Kişisel verilerin işlenmesinde, saklanmasında ve silinmesinde evrensel ilkelere bağlı tam bağımsız bir veri koruma kurumunun teşkilini güvence altina alacağız.","201.1",NA
"Bireyin, idari ve hukuki süreçlere ilişkin doğru, gerçek ve zamanında bilgi edinme ve dilekçe hakkının önündeki tüm yasal ve fiili engelleri kaldıracağız.","201.2",NA
"İnanç Özgürlüğü","H",NA
"3- Din ve Vicdan Özgürlüğünü teminat altina alacağız.","201.2",NA
"Din ve vicdan özgürlüğünün tek sınırı T.C. Anayasası'na aykırı olmamak ve toplumsal düzen ve huzuru bozmamaktir.","201.2",NA
"Her türlü dini oluşumun ve faaliyetin Anayasaya uygunluğunu denetlemek ve toplumsal düzen ve huzuru bozmamasını sağlamak devletin temel görevidir.","203",NA
"İYİ Parti iktidarında İnanç özgürlüğü devlet garantisi altindadır.","201.2",NA
"Buna bireysel ve toplu olarak inancını öğrenmek, öğretmek ve yaşamak dâhildir.","201.2",NA
"Bu güvence farklı inançlara mensup olanlar ya da hiçbir inanca mensup olmayanlar için de geçerlidir.","201.2",NA
"Bir grup, kesim ya da mezhebin inanç anlayışını topluma dayatmayacağız ve devletin tüm inançlara karşı her daim eşit mesafede kalmasını teminat altina alacağız.","203",NA
"İnanç özgürlüğünü teminat altina alınmasında temel ölçü ilkesel olarak sosyal devletin kamu hizmeti sunması esasına dayalı, kamu idaresi tarafindan verilen veya verilmeyen hizmetler yoluyla hiçbir inanç ve siyasal görüşü dayatmayacağız.","201.2",NA
"Türkiye'deki her tür inanca ait ait olan ibadethaneler (camiler, cemevleri, kiliseler ve sinagoglar vd.) ve buradaki din görevlilerinin, bürokrasinin himmetine muhtaç olmaksızın Devletin sunduğu tüm hizmet ve olanaklardan eşit yaralanmasını sağlayacak düzenlemeler yapacağız.","607.1",NA
"Azınlık veya azınlık olmayan tüm inanç mensuplarının haklarını, ulusal ve uluslararası hukuk çerçevesinde, devletin güvencesi altina alacağız.","201.2",NA
"İfade ve Basın Özgürlüğü","H",NA
"4- İfade ve Basın Özgürlüğünü garanti altina alacağız.","201.2",NA
"Demokratik bir toplumun en önemli gereklerinden birisi olan ifadeyi yayma ve düşünceyi açıklama özgürlüğü Partimiz açısından hayati önemi haizdir.","201.2",NA
"Bu alandaki yasaklayıcı, cezalandırıcı ve ifade özgürlüğünü engelleyici nitelikteki siyasi iktidar tarafindan konulmuş olan tüm yasaklar kaldırılarak birey ve toplumun demokratik toplum düzeninin olmazsa olmazı olan kendini ifade edebilmesinin yolu açacağız.","201.2",NA
"Bu alanda gerekli yasal düzenlemeleri yapacağız.","201.2",NA
"Basın özgürlüğünü AB kriterlerine uyumlu şekilde garanti altina alacağız,  basın çalışanlarının işlerini tam layıkıyla yapabilmelerinin önündeki yasal engelleri ve idari uygulamaları kaldıracağız.","201.1",NA
"5- Basına uygulanan sansürü kaldıracağız, basın ve yayın sektöründe çok sesliliği teşvik edeceğiz, bağımsız, şeffaf ve tarafsız habercilik yapılmasını temin edeceğiz.","201.1",NA
"Tüm basın ve yayın kuruluşlarına eşit mesafede duracağız, basın yayın sektöründe çok sesliliği teşvik edeceğiz.","201.1",NA
"Sektörün dar bir zümre, grup veya siyasi görüşe sahip kişiler tarafindan propaganda amacıyla kullanılmasına engel olacağız.","403",NA
"Basın ve yayın sektörünün holding patronlarının yönetiminden çıkartilarak sadece bu işe odaklanmış basın kuruluşlarının eliyle bağımsız, şeffaf ve tarafsız habercilik yapılmasını temin edeceğiz.","201.2",NA
"Hangi dünya görüşü veya siyasi söylemden yana olursa olsun tüm basın kuruluşlarını, kamu ilanları gibi gelir kaynaklarından eşit ve adil bir biçimde faydalandıracağız.","403",NA
"6- RTÜK'ün Görev ve Yetkilerini yeniden düzenleyeceğiz","201.1",NA
"RTÜK'ün siyasi bir baskı araç olarak kullanılmasını bitireceğiz.","201.1",NA
"Müdahaleci ve yasaklayıcı bir RTÜK yerine, yayın sektörünü düzenleyici ve sektörde firsat eşitliği sağlayan bir yapılanma oluşturacağız.","403",NA
"Kadın ve çocuğa yönelik şiddet başta olmak üzere kuralsız, sorumsuz ve yoğun biçimde izleyiciye dayatilan şiddet görüntülerine dayalı ve şiddeti meşrulaştiran ve normalleştiren televizyon yayıncılık anlayışını ortadan kaldırmak için her türlü yasal ve idari önlemi alacağız.","706",NA
"RTÜK ün internet medyasını denetim yetkisini elinden alacağız.","201.1",NA
