"text","cmp_code","eu_code"
"HERŞEY TÜRKİYE İÇİN",NA,NA
"SUNUŞ",NA,NA
"Dünya, 21. yüzyılın başında, geçmiş dönemlerden farklı bir dönüşüm geçirmektedir.","411",NA
"Hızla gelişen bilgi ve teknoloji, insan hayatına yeni boyutlar katmaktadır.","411",NA
"İletişim araçlarının, uzak coğrafyalarda yaşayan insanlar arasında kurduğu köprülerden akan bilgi, toplumsal kurumları ve siyasal ilkeleri yeniden şekillendirmektedir.","411",NA
"İki kutuplu Dünya’nın çatışmaya dayalı siyasal anlayışları, yerini mal ve hizmetlerin, bilgi, emek ve sermayenin serbest dolaşımını öngören bölgesel ekonomik ve siyasal bütünleşme hareketlerine bırakmaktadır.","401",NA
"Bu süreçlerin doğal bir sonucu olarak, totaliter ideolojik yaklaşımlar terk edilmekte, temel hak ve hürriyetlerin gözetildiği,","201",NA
"ayrımcılığa karşı her alanda eşitliğin savunulduğu","503",NA
"ve halk iradesinden güç alan katılımcı siyasal anlayışlar yerleşmektedir.","202",NA
"Milletler arasında ekonomik, kültürel ve sosyal ilişkiler geliştikçe; bu ilişkilere zemin oluşturan düzenlemeler, insanlık için ortak bir hukuk anlayışının yerleşmesine yol açmaktadır.","107",NA
"Ulusal ve uluslararası anlaşmazlıkların çözümünde, nihai ve bağlayıcı kararlar verecek uluslar-üstü mahkemeler ve hakem kurumları oluşturulmakta ve ulusal düzeyde verilen kararlar buralarda temyiz edilebilmektedir.","107",NA
"Farklı ülkelerdeki halkların yaşam kalitesini ölçmeye yönelik evrensel standart ve normlar oluşmakta ve toplumların refah, başarı ve mutluluk düzeyleri ile devletlerin uluslararası arenadaki etkinlik ve saygınlıkları bu kriterlere göre belirlenmektedir.","107",NA
"Devletin faaliyet alanı sürekli daralırken, özel sektörün ve sivil toplum örgütlerinin etkinliği artmaktadır.","606",NA
"Bu gelişme sürecinde, kendini Dünya’dan tecrit eden bir ulusal sistemin uzun süre ayakta kalması düşünülemez.","107",NA
"Artık, kendi içine dönük böyle bir sistemle toplumun talepleri karşılanamayacağı gibi,","107",NA
"uluslararası camianın saygın bir üyesi de olunamaz.","107",NA
"Dünyada köklü dönüşümler yaşanırken, Türkiye, zamanını ve enerjisini iç meseleleriyle uğraşarak tüketmektedir.","107",NA
"Elli yılı aşan çok partili siyaset tecrübesine rağmen, yeterince demokratikleşemeyen,","202",NA
"temel hak ve özgürlüklerin tam olarak kullanılamadığı ülkeler arasında yer almaktadır.","201",NA
"Genç ve dinamik nüfusuna, zengin doğal kaynaklarına rağmen, refah düzeyini yükseltememiş,","410",NA
