"text","cmp_code","eu_code"
"TüRKiYE HAZIR",NA,NA
"HEDEF 2023",NA,NA
"12 Haziran 2011 Genel Seçimleri",NA,NA
"SEÇİM BEYANNAMESİ",NA,NA
"Içindekiler",NA,NA
"12 HAZİRAN GENEL SEÇİMLERİ",NA,NA
"Seçim",NA,NA
"Beyannamesi",NA,NA
"Sunuş  6 İleri Demokrasi  8 Demokratikleşme  9 Güçlü Siyaset Kurumu  13 Güçlü Sivil Toplum  14 Yeni Anayasa  15 Güven Veren Adalet Sistemi  17 Özgür ve Güvenli Bir Toplumsal Hayat  21 Vatandaş  ve Sonuç Odaklı  Yönetim  25 Büyük Ekonomi  30 Ekonomik Programın Felsefesi  32 Küresel Gelişmeler ve Türkiye  34 Makroekonomik ve Sektöre' Politikalar, Hedefler  36 Makroekonomi  36 Maliye Politikası  37 Gelir Politikası  38 Kamu Harcamaları  ve Yatırımları   39 Para Politikası  40 Finansal Hizmetler  40 Ödemeler Dengesi  41 istihdam ve Çalışma Hayatı  42 Ar-Ge ve İnovasyon  48 Mikroekonomi, Girişimcilik ve Sanayi Politikaları  51 Savunma Sanayii  55 Mal ve Hizmet ihracatı  56 inşaat, Teknik Müşavirlik ve Müteahhitlik Hizmetleri  57 Gümrük Hizmetleri  58 Turizm  59 Tarım  61 Enerji ve Madencilik  64 Ulaştırma, Haberleşme, Bilgi ve İletişim Teknolojileri  67",NA,NA
"Güçlü Toplum  76 Eğitim  78 Sağlık  82 Kültür  86 Aile  90 Kadın  92 Gençlik  95 Spor  98 Sosyal Güvenlik  101 Yoksullukla Mücadele ve Sosyal Destekler  104 Dezavantajlı  Kesimlere Yönelik Politikalar  108 Engelliler  110 Yaşlılarımız  112 Korunmaya Muhtaç Çocuklarımız  113 Şehitlerimizin Dul ve Yetimleri, Malullerimiz ve Gazilerimiz  115 Vakıflar  117",NA,NA
"Yaşanabilir Çevre ve Marka Şehirler  120 Hedef: Marka Şehirler  122 Yaşanabilir Çevre  122 Su Kaynakları  125 Ormanlar  125 Atık Yönetimi  126 Çevreci Ulaşım  126 Temiz Enerji Kaynakları  128 Yaşanabilir Şehirler  128 Altyapı  Hizmetleri  129 Kent içi Ulaşım  130 Konut  131 Kentsel Dönüşüm  132 Mülkiyet ve imar Planlaması  133 Engelsiz Şehirler  135 Afet Yönetimi  136 Yerel Yönetimler  137 Küresel Rekabet İçin Şehir Politikaları  138 İstanbul  138 Ankara  140 İzmir  141 Bölgesel ve Kırsal Kalkınma  143",NA,NA
