"text","cmp_code","eu_code"
"BİN UMUT ADAYLARI, GÖNLÜ GERÇEK DEMOKRASİDEN YANA OLAN HERKESİN ADAYLARIDIR",NA,NA
"Ülkemizde, demokrasiye,","202",NA
"toplumsal barışa,","106",NA
"eşitliğe, hukuka ve adalete  en çok ihtiyaç duyduğumuz bu tarihi dönemde;","503",NA
"hayatın her alanında kutuplaştırıcı,","106",NA
"çatışmacı eğilimlerin yaygınlaştığını görüyoruz.","106",NA
"Anayasanın belirlediği ‘temsilde adalet, yönetimde istikrar ilkesi’nin yüksek  seçim barajı nedeniyle yıllardır ihlal edilmesinin bir sonucu olarak;","202",NA
"ülkemiz derin bir siyasi krizle karşı karşıyadır.","202",NA
"Cumhurbaşkanlığı seçimi, bu siyasi krizin  ve toplumsal yarılmanın  ne denli derin ve köklü olduğunu açıkça gözler önüne sermiştir.","202",NA
"Daha şeffaf, daha katılımcı bir demokrasiye doğru yükselen talepler,","202",NA
"statükoyu korumak ve iktidarını paylaşmak istemeyen kesimlerde bir direnç yaratmakta,","304",NA
"konjonktürel bazı gelişmeler zaman zaman bu direnci besleyerek statükodan yana bir taraftar kitlesinin  oluşmasına yol açmaktadır.","304",NA
"Laik, anti laik çatışması, cumhuriyetin değerlerini korumak söylemiyle beslenmekte","602",NA
"ve bu temelde toplumsal bir yarılmanın hazırlıkları hızla tamamlanmaktadır","106",NA
"Oysa bireyler ve kurumlar düşüncelerini, toplumun geleceği konusunda besledikleri tasavvurlarını, ancak her türlü gelişmeye ve değişime açık ve uzlaşma kültürünün hakim olduğu bir toplumsal yapıda geliştirebilirler.","202",NA
"Bunu sağlamak için, daha katılımcı,","202",NA
"uzlaşma ve empati kültüründen beslenen bir demokratik yapı kurmaktan başka çaremiz yoktur.","202",NA
"Demokrasi; istikrar ve güç adına iktidarın tekelleşmesini değil,","202",NA
"paylaşılmasını ve gücün eşit olarak dağıtılmasını gerektirir.","202",NA
"Bu çerçevede, siyasal yaşamın demokratikleşmesi ve bu alanın temsilcisi siyasal partilerin  çoğulculuğundan söz ettiğimiz zaman, ne yazık ki, özellikle  ülkemizin Doğu ve Güneydoğu bölgesindeki siyasal yaşam hakkında hiç de çağdaş,","202",NA
"demokratik ve iyi şeyler söyleme şansına sahip değiliz.","202",NA
"Çünkü, cumhuriyetin kurulmasından sonra buradaki illere tabelalarını asan hemen tüm siyasal partiler; demokratik hayata katılan,","202",NA
"içinde bulunduğu geleneksel yapıyı  sorgulayan","604",NA
"ve  haklarının bilincinde yeni bir yurttaş yaratmanın siyasal misyonuyla hareket etmemiş,","604",NA
"burada yaşayan yurttaşlarımızla,  çağdaş ve demokratik  siyasi kabuller üzerinden değil,","202",NA
