"text","cmp_code","eu_code"
"* YİRMİBİRİNCİ YÜZYILDA DÜNYA VE TÜRKİYE","H",NA
"1. Yeni Çağın Dinamikleri ve Milliyetçi Hareket","H",NA
"1990’lı yıllardan itibaren hız kazanan ve bütün dünyayı etkileyen küreselleşme süreci, iletişim imkanları ve yeni üretim teknolojileri sayesinde verimliliğin artması, mal ve hizmetlerin daha serbest dolaşımı gibi ekonomik göstergelerin yanı sıra, bir dizi sosyal kültürel ve siyasi gelişmeyle birlikte anılmaktadır.","411",NA
"Küreselleşme sürecinin dünya ve ülkemiz üzerindeki etkileri, ABD’nde yaşanan 11 Eylül olayı ve ardından ortaya çıkan gelişmelerin de etkisiyle daha dinamik bir şekilde hissedilmeye devam etmektedir.","411",NA
"İnsan hakları,","201.2",NA
"demokrasi","202.1",NA
"ve hukuka saygı gibi evrensel değerlerin küresel ölçekte benimsenmesi ve hayata geçirilmesini sağlaması beklenen küreselleşme süreci;","202.1",NA
"gittikçe uluslararası terörizm,","605.1",NA
"göç,","602.2",NA
"etnik çatışmalar,","606.1",NA
"mali iflaslar","414",NA
"ve iç karışıklıklar,","605.1",NA
"uluslararası hukuka aykırı çifte standartlar, zengin ülkelerle fakir ülkeler arasında sürekli artan gelir adaletsizliği,","410",NA
"çevresel felaketler","501",NA
"ve açlık gibi yeni bir sorunlar zinciriyle birlikte anılır olmuştur.","410",NA
"Ekonomik ve mali iflaslar ya da etnik çatışmalardan olumsuz etkilenen milli devlet yapılarının arkalarında bıraktıkları boşluk, uluslararası terörizm ve suç örgütleri tarafından doldurulmuş;","605.1",NA
"insan hakları ihlalleri tahammül edilemez boyutlara ulaşmış","201.2",NA
"ve zengin ülkelerin kapılarına sayıları milyonlarla ifade edilen mülteci ve göçmen kitleleri yığılmıştır.","602.2",NA
"Bu gelişmeler, küresel huzur ve istikrarın yolunun güçlü milli devletlere dayalı daha insani","201.2",NA
"ve demokratik bir dünya düzeninden geçtiğini bir kez daha göstermektedir.","202.1",NA
"Küreselleşme sürecini etkileri, 11 Eylül olayı ve sonrası yaşanan gelişmelerle daha dinamik bir şekilde hissedilmeye devam etmektedir","411",NA
"Küreselleşme süreci; terörizm,","605.1",NA
"göç,","602.2",NA
"etnik çatışmalar,","606.1",NA
"mali İflaslar,","414",NA
"açlık,","410",NA
"adaletsizlik gibi sorunlarla anılır olmuştur.","202.1",NA
"Küresel huzur ve istikrarın yolu güçlü milli devletlere dayalı insani bir dünya düzeninden geçmektedir.","201.2",NA
"Millî devletlerin güç kaybı, bireylerin güçlenmelerini ve daha fazla özgürleşmelerini beraberinde getirmemektedir.","201.1",NA
"Denetlenebilirlikleri ve katılımcı özellikleri oldukça tartışmalı olan “küresel ekonomi imparatorlukları” ve uluslararası sivil toplum kuruluşları, milli devletlerin aşınmaya uğrayan güç ve yetkilerini ellerinde toplamaktadırlar.","103.2",NA
"Daha verimli ve daha çok üretmek konusunda önemli başarılarla özdeşleşen küreselleşme süreci, aynı başarıyı ne yazık ki “dengeli zenginleşme” ve “adil bir paylaşım” hususunda gösterememiştir.","503",NA
"Bunun için, milli devletler, sosyal adalete dayalı politikalar uygulayabilecek, refahın adil bir şekilde dağılımı hususunda etkin olabilecek en önemli mekanizmalar olarak, insanlığın geleceğinde önemli bir yer tutmaya devam etmektedir.","504",NA
"Küreselleşme sürecinin etkisini hissettirdiği en önemli alanlardan bir diğerini de, teknolojik imkanların ve ekonomik hakimiyetin olağanüstü kolaylaştırdığı tek yönlü kültür ve değer aktarımı sürecinin, milli kültürleri ve dilleri tehdit etmesi oluşturmaktadır.","601.1",NA
"Küreselleşme süreci içinde alt kültür gruplarının bağımsız siyasi yapılar olarak örgütlenmeleri, kültürel varlıklarını sürdürme hakları gerekçe gösterilerek gizlice ya da açıktan açığa desteklenirken, köklü ve büyük milletlerin bile tek tipleştirici küresel kültür dalgaları karşısında nasıl ayakta kalabilecekleri cevaplanması gereken bir soru olarak karşımızda durmaktadır.","601.1",NA
"Aslında, milli devlet, yapıları koruyucu bir şemsiye, bir dalgakı lan va/ıfesi görerek mahallî kültürlerin hayatiyetlerini devam ettirmelerine imkan verebilecek en doğal ve elverişli zemini oluşturmaktadır.","601.1",NA
"Küresel ekonomi imparatorlukları ve sivil toplum kuruluşları, güç ve yetkileri toplamaktadır","103.2",NA
"Daha verimli ve daha çok üretmek ile birlikte anılan küreselleşme, adil bir paylaşım konusunda başarısızdır","503",NA
"Teknolojik imkanların ve ekonomik hakimiyetin olağanüstü kolaylaştırdığı tek yönlü kültür ve değer aktarımı süreci, milli kültürleri ve dilleri tahrip etmektedir","601.1",NA
"Küreselleşme sürecinin adil ve insani bir mecraya sokulmasının yolu; ülkeler arasında sürdürülebilir bir rekabet ortamının sağlanması,","411",NA
"teknolojik imkanların tüm insanlığın ortak geleceğine hizmet edecek şekilde kullanılması,","411",NA
"insan hakları uygulamalarının sadece bireysel haklarla sınırlandırılmadan","201.2",NA
"çevre,","501",NA
"sosyal  ve ekonomik hakları da içerecek şekilde gündeme getirilmeleri;","504",NA
"kültürler ve medeniyetler arasında ekilmeye çalışılan kin ve nefret tohumlan yerine diyalog ve karşılıklı anlayışa dayalı işbirliği çabalarının desteklenmesinden geçmektedir.","106",NA
"Bu çerçevede, demokratik ve insani bir “Yeni Çağ” anlayışının hayata geçirilebilmesi için milli, bölgesel ve küresel sacayakları üzerinde yükselen gelişmiş bir “sorumluluk ahlakı” nın varlığına duyulan ihtiyaç kendisini iyiden iyiye hissettirmektedir.","202.1",NA
"Milli kültürlerin korunduğu, kendi şartlarında rahatça gelişmeleri önündeki engellerin kaldırıldığı bir dünya, insanlığın medeniyet tecrübesini zenginleştirecek yeni atılımlara sahne olacaktır.","601.1",NA
"Yeni Çağ’da yeni sorunlarla karşılaşan insanlık, bazen başka sorunları da beraberinde getirme riskini bünyesinde barındıran tekelci çözümlere mahkum edilmemelidir.","601.1",NA
