"text","cmp_code","eu_code"
"Bugün kaygısı ve yarın korkusu hepimizin hayatını çekilmez kılıyor.","415",NA
"Devletin ve sermayenin mutlak iktidarı yaşamlarımızı alt üst ediyor, toplumu ve doğayı nesneleştiriyor.","415",NA
"Varlığımızı, kimliğimizi, arzularımızı, ihtiyaçlarımızı tanımıyor, hesaba katmıyor, görmezden geliyor veya bastırıyor.","415",NA
"Siyasi iktidarın mutlak üstünlüğünü güvenlik çemberleriyle sarmalarken, doğayı, insanı ve toplumu güvencesiz kılıyor.","415",NA
"Piyasayı ve siyasi iktidarı dokunulmazlık zırhına büründürürken, yaşam alanlarımızın tümü üzerinde engelsiz bir denetim kurmak istiyor.","415",NA
"HDP ise radikal demokrasi mücadelesi veriyor.","202.1",NA
"Bu demokrasi anlayışı, halkın kendi hayatı üzerinde örgütlü bir güç olarak gerçek iktidar haline gelebilmesini hedefliyor.","606.2",NA
"Toplumun güçlenmesini eşitlik, özgürlük ve eşit yurttaşlığın temeli olarak görüyor.","202.1",NA
"Toplumu, üretim ve çalışma koşulları üzerinde söz ve karar sahibi yapmayı amaçlıyor.","415",NA
"Toplumun ve insanın, sermayenin ve siyasi iktidarın mutlak tahakkümü altında ezilmesine karşı direnç üretemeyenler demokrasiye erişemez.","415",NA
"Toplumun her bir öğesinin varlık ve yaşam koşullarının toplumun tümü tarafından güvence altına alındığı bir yeni yaşamı inşa etmek için gerçek demokrasiye ihtiyacımız var.","202.1",NA
"·Toplumun güçlendirilmesi, o toplumun ezilen, yok sayılan, görmezden gelinen kesimlerinin güçlendirilmesidir.","503",NA
"·İşçilerin ve emekçilerin işyerlerinde iş cinayetlerine karşı iş güvenliğini sağlama hakkıdır.","701",NA
"·Bütün halkların kendi anadilleriyle, kendi kimliklerini ve kültürlerini demokratik özerklik anlayışı çerçevesinde gerçekleştirme hakkıdır.","607.1",NA
"·Kadınların erkek egemenliğine ve şiddetine karşı mücadelede desteklerinin çoğaltılmasıdır.","503",NA
"·Gençlerin bugün ve gelecek korkusundan kurtulmasıdır.","706",NA
"·İşsizliğin,","701",NA
"yoksulluğun sürdürülebilir değil sona erdirilir olmasıdır.","504",NA
"·Kimliklerimizin birbirimize tehdit olmadığının anlaşılmasıdır.","607.1",NA
"Devletin işinin bizlere kimlik dayatmak olmadığının kavranmasıdır.","607.1",NA
"·         Doğanın bir hammadde değil yaşamın kendisi olduğunun ortak kabulüdür.","501",NA
"·         İşçinin grev hakkıdır,","201.2",NA
"kadının görünmeyen emeğinin görünür kılınmasıdır.","503",NA
"·Alevi’nin cemevidir,","607.1",NA
"parasız eğitim","506",NA
"ve sağlıktır;","504",NA
"nitelikli, kamusal, laik, bilimsel, anadilinde eğitimdir.","607.1",NA
"·İnsan onurunu zedelemeyen koşullarda yapılan ulaşımdır,","411",NA
"barınma hakkıdır.","504",NA
"Toplumun temelinin güçlendirilmesi ancak güven ekonomisinin inşası ile mümkündür.","403",NA
"Bireyin kendisini toplumun güvencesi altında hissetmesinin sağlanması güven ekonomisinin esasıdır.","403",NA
"Bugün kaygısının ve yarın korkusunun olmadığı günlerin arifesindeyiz.","415",NA
"Türkiye halklarını “Yeni Yaşam”ı birlikte inşa etme yolunda, HDP saflarında buluşmaya ve birleşmeye, HDP’yi büyütmeye çağırıyoruz.","305.1",NA
"DEMOKRASİ","H",NA
"HDP, halkların, işçi ve emekçilerin, kadınların ve gençlerin, bütün inanç gruplarının bugüne kadar verdikleri ekonomik, sosyal, kültürel ve siyasal tüm mücadeleleri kendi mücadelesi ve deneyimi olarak görür.","606.1",NA
"Partimiz, askerî-sivil bürokratik vesayete,","202.1",NA
"otoriter, katı merkeziyetçi siyasi/idari yapılanmaya,","301",NA
"atanmışların gücüne ve hukuk adı altında dayatılan anti-demokratik yasalara,","202.1",NA
"uygulayıcı kurumlara,","301",NA
"yerel idarelerin ve hizmetlerin piyasaya terk edilmesine","415",NA
"ve yerel idareler üzerindeki merkezi vesayete karşı mücadele yürütür.","301",NA
"HDP, demokrasiyi temsili meclisle sınırlı görmez.","606.2",NA
"Yurttaşların tartışma, örgütlenme ve karar mekanizmalarına doğrudan katılımının önündeki tüm engellerin kaldırılmasını, her düzeyde halk denetiminin geliştirilmesini, halkın söz ve karar hakkını savunur ve gerçekleştirilmesi için mücadele eder.","202.1",NA
"§ HDP yönetiminde,Merkezi idarenin yerel yönetimler üzerindeki vesayetine son verilecek, halkların ihtiyaç duyduğu özerklik modellerinin ve kendi kendilerini yerinden ve yerelden yönetmelerine olanak sağlayacak demokratik yönetim biçimlerinin geliştirilmesi ve yaşam bulması için gerekli adımlar atılacak.","301",NA
"Demokratik Özerklik, halkların yönetim ve karar süreçlerine katılımının sağlanması için hayata geçirilecek.","301",NA
"·Parlamenter sistemi demokratikleştireceğizve eş genel başkanlık sistemi uygulayan partilerin iktidara gelmesi halinde, eş başbakanlık sistemini hayata geçireceğiz.","202.1",NA
"§",NA,NA
"§ Gösteri, yürüyüş, ifade ve örgütlenme hakkı başta olmak üzere, temel hak ve özgürlüklerin önündeki engeller ve baskıcı yasalar kaldırılacak.","201.2",NA
"§ 12 Eylül darbesinin ürünü olan Milli Güvenlik Kurulu’nun anayasal ve yasal çerçevesi ortadan kaldırılacak.","204",NA
"TCK’nın evrensel demokratik ilkelerle uyumlu olmayan bölümleri, TMK ve çeşitli isimler altında işleyen özel yetkilerle donatılmış mahkemeler kaldırılacak, bu mahkemeler tarafından uygulanan adaletsiz ceza sistemine son verilecek.","605.2",NA
