"text","cmp_code","eu_code"
"AKIL T UT ULMASINDAN AKILLI D EVLETE","H",NA
"Türkiye, on iki yılı aşkın bir süredir tek başına iktidar olan bir siyasi partinin kurduğu hükümetler tarafından yönetil mektedir.","305.1",NA
"Bu süre içind e millettin d es teği, adalet, huzur ve re fah için kullanıl mak yerine gerilim,  kut uplaşma ve çatışma eksenind e heba edil miş,","606.1",NA
"“Milli irad e” yolsuzluk,","304",NA
"adaletsizlik","202.1",NA
"ve bölücülük için kılıf yapıl mıştır.","302",NA
"Bugünkü Türkiye ta blosu milli ve manevi d eğerlerimizin tahrip edildiği,","601.1",NA
"terörün azdığı,","605.1",NA
"bölücülüğün cesaret bulduğu,","605.1",NA
"işsizlik ve yoksulluğun tırmandığı,","701",NA
"yolsuzluk","304",NA
"ve adaletsizliğin zirve yaptığı,","202.1",NA
"eğitimin milliliğini kaybettiği,","601.1",NA
"Türkiye’nin uluslararası camiada itibarsızlaştığı,","107",NA
"vatandaşların borç yükü altında bunaldığı bir yıkım ve hezimet ta blosudur.","409",NA
"Türkiye meşruiyetini başka mahfillerd e arayan, liyakatsiz ve basiretsiz AKP hükümetlerinin idaresind e, başta Büyük Ortadoğu Projesi ol mak üzere emperyalis t projelerin taşeronu ol ma zilletine düşürül müş, kan, gözyaşı ve katliamlara ortak edil miştir.","103.1",NA
"Son yıllarda, Türkiye’nin tek milletli ve tek d evletli olarak ilelebet yaşama ülküsünü zed eleyen gelişmeler birbiri peşi sıra meydana gel miştir.","302",NA
"Başta bölücülük hareketlerinin h iç ol madığı kadar güç kazanması ol mak üzere,","302",NA
"siyasî taviz politikalarıyla terör meselesinin aynı zamanda bir kimlik meselesi hâline getiril mesi,","608.1",NA
"sözd e d emokratik söylemlerle kılıflandırılan bölücü taleplerin ka bul ve karşılık görmesi, Türkiye üzerind eki sosyal ve siyasî basıncın yüksel mesi bunlardan bazılarıdır.","302",NA
"Millî kimlik ve milli tarih şuurundan yoksun AKP yönetimleri, sis tematik biçimd e yürütülen Türk milletini tasfiye projesinin il mek il mek örül mesine uygun vasat oluşt urmuşlardır.","601.1",NA
"Sürek li olarak 36 etnik gruptan söz edilerek to plumda etnik ayrılıkçılık öne çıkarıl mış,","608.1",NA
"ötekileştirici bir dil ile d e mezhepçilik kaşınmıştır.","608.1",NA
"“Siyasî/hukuki” kimlik ile “etnik/kültürel kimlik” arasındaki ayrımın anlaşılamaması, “insani hak talebi” ile “etnik /ayrılıkçı imtiyaz talebi” arasındaki farkın da anlaşılamamasına sebep ol muş, bu durum ise bölücülüğün ivme kazanmasına yol açmıştır.","302",NA
"“Millet ol ma hâli”, böylelik le to pyekûn ve organize bir saldırıya maruz bırakıl mıştır.","601.1",NA
"“Türk” isminin tüm dünyada zih inlerd e çağrıştırdığı ihtişamın içinin boşaltıl ması çalışmalarına girişil miş, bu çerçeved e, Anadolu coğrafyasında mukim irili ufak lı etnik to pluluk larla birlikte telâffuz edilerek “Türk” kelimesinin kapsayıcı, kuşatıcı, heybetli ve en az bin yıldır bir med eniyete gönd erme yapan niteliği örselenmiştir.","601.1",NA
"Türk isminin ve tanımlamasının karşılık bulduğu evrensel çerçeve bu şekild e zayıflatıl maya, vatandaşlarımızın bu tanımlamayla olan duygudaşlık ları kurut ul maya ve irtibatları kesil meye çalışılırken,","601.1",NA
"eşzamanlı olarak bir etnik grubun milletleştiril mesi ve ait olduğu kültür havzasından soyutlanarak emperyalizme yem edil mesi gayretleri d e hız kazanmıştır.","103.1",NA
"Açılım sürecine paralel olarak yapılan birçok yasal ve idari düzenleme, etnisite merkezli, fark lılık ları ve ayrımcılığı öne çıkartan bir anlayışla şekillendiril miş, bu kapsamda sürdürül mekte olan hukuki süreçler, gid erek Türkiye’nin üniter yapısını zorlayan bir mah iyete sürük lenmiştir.","302",NA
"Bölücü terörle yürütülen müzakere süreci, ne PKK’nın dağdan inmesine ve silah bırakmasına ne d e birlikte yaşama irad esinin güçlenmesine yol açmıştır.","605.1",NA
"Sad ece taviz ve teslimiyet döngüsünd e ilerleyen bir hükümet icraatı ile birliğimiz zed elenmiş ve Türkiye zayıflatıl mıştır.","601.1",NA
"Yol kesme, yakma, yıkma, adam kaçırma, bombalama ve katliamlar sürmektedir.","605.1",NA
"PKK terörü Türkiye’nin bekasını, vatandaşın can ve mal güvenliğini, huzur ve re fahını tehdit etmeye d evam etmektedir.","605.1",NA
"Bu sonuç AKP’nin “açılım politikası”nın iflas ettiğini, MHP’nin hak lılığının bir kez daha ortaya çıktığını gös termektedir.","305.1",NA
"Bize göre zaman geçiril med en Türkiye Cumhuriyeti Devleti’nin ve Türk milletinin bekasını tehdit ed en bölücü terörle mücad ele kapsamında yeni bir yak laşım geliştiril melidir.","605.1",NA
"Güvenlik ku vvetlerinin savunmacı bir anlayışla kışla ve karakollarına hapsedil mesi uygulamasına","605.1",NA
"ve terör örgütüyle örtülü ve/veya açık müzakerelere d erhâl son veril melidir.","605.1",NA
"Bölücü terör sorununun çözümünün öncelik le teröris t unsurların etkisiz hâle getiril mesine bağlı olduğu gerçeği doğrult usunda kendileri d e terör örgütünün tehdidi altında olan birtakım siyasî figürlerd en med et umma yak laşımı terk edil melidir.","605.1",NA
"Eş zamanlı olarak da terör unsurlarının is tismar ettiği ekon omik ve sosyal sebeplerin ortadan kaldırıl ması için tedbirler hayata geçiril melidir.","404",NA
"Milli birlik ve bera berliğin tesisi ancak ortak d eğerler ve geçmiş üzerind e inşa edilen bir millet anlayışıyla","601.1",NA
"ve müşterek bir gelecek yürüyüşü ile mümkün ola bilecektir.","606.1",NA
