"text","cmp_code","eu_code"
"BİZ, KURTULUŞ’UN VE KURULUŞ’UN PARTİSİYİZ","H",NA
"Cumhuriyet Halk Partisi, Türkiye’nin kurtuluşuna ve Cumhuriyet’in kuruluşuna damgasını vurmuş; kurtuluşun ve kuruluşun partisidir.","305.1",NA
"Cumhuriyet Halk Partisi, Tkiye B Millet Meclisi hmetlerini ve Cumhuriyetimizin kurumlarını milletimizin tarihine kazandıran partidir.","305.1",NA
"Cumhuriyet Halk Partisi güçlendirilmiş parlamentoya,","202.1",NA
"sosyal devlete ve insani gelişmeye en yüksek değeri veren partidir.","504",NA
"Cumhuriyetimizi demokrasiyle,","202.1",NA
"demokrasiyi sosyal devletle taçlandıran partidir.","504",NA
"Cumhuriyet Halk Partisi, Türkiye’nin çok partili hayata geçişini sağlayan,","202.1",NA
"Ankara Anlaşması’yla Avrupa Birliği üyelik sürecini başlatan,","108",NA
"ülkemizi demokratik ülkeler nezdinde itibarlı ve güvenilir konuma getiren partidir.","202.1",NA
"BİZ, MODERNLEŞMENİN VE KALKINMANIN PARTİSİYİZ","H",NA
"Cumhuriyet Halk Partisi, milletimizi savaşların,","106",NA
"yoksulluğun ve geri kalmışlığın pençesinden kurtarmak için, büyük atılımları ve büyük dönüşümleri başlatmış partidir.","410",NA
"Anadolu’nun okulu, yolu, altyapısı olmayan kasaba ve köylerinde, başta şeker fabrikaları olmak üzere dokuma, çimento, demir-çelik, maden ve gıda fabrikalarını kurmuş; kamu kaynaklarıyla yerli ve milli üretimi başlatarak kitlesel istihdamı sağlamış partidir.","413",NA
"Anadolu’nun teknolojik ve bilimsel geri kalmışlığına son vermek için, ülkemize yabancı uzmanlar davet etmiş ve yurt dışına binlerce öğrenci göndermiş partidir.","411",NA
"Cumhuriyet Halk Partisi, 21. Yüzyıl’da da yüksek katma değerli ekonomik büyümeyi,","411",NA
"hakça sosyal bölüşümü,","503",NA
"çağdaş ve nitelikli eğitimi yurttaşlarımızın refahı için öncelikli amaç edinmiş partidir.","506",NA
"Cumhuriyet Halk Partisi, çoğulcu demokrasiyi","202.1",NA
"ve insani kalkınmayı birbirinden ayrılmaz iki hedef olarak belirlemiş öncü partidir.","410",NA
"BİZ, GELENEĞİN VE GELECEĞİN PARTİSİYİZ","H",NA
"Cumhuriyet Halk Partisi, 95 yıllık Cumhuriyetimizle yaşıt olmasına rağmen, ilk günkü ruhla ve ilk günkü heyecanla halkımızı layık olduğu uygarlık düzeyine ulaştırmaya çalışan bir partidir.","305.1",NA
"Büyük önder Mustafa Kemal Atatürk’ün başlattığı Anadolu Aydınlanması’nın izinde, tüm kadrolarıyla yurttaşlarımızın özgürlüğü,","201.1",NA
"refahı, huzuru ve mutluluğu için yılmadan çalışan bir partidir.","410",NA
"Cumhuriyet Halk Partisi,Gücünü Kuvayı Milliye’den ve Kurtuluş Savaşımızdan;Meşruiyetini Amasya’dan, Erzurum’dan ve Sivas’tan,Özgüvenini Cumhuriyet’in iktisadi ve kurumsal reformlarından,Umudunu Gezi’ye katılan yurttaşlarımızdan ve Adalet Yürüyüşü’nde sel olup akan milyonlardan alan bir partidir.","305.1",NA
"BİZ, ATATÜRKÇÜLÜĞÜN VE SOSYAL DEMOKRASİNİN,BİZ, 21. YÜZYILIN ÖNCÜ PARTİSİYİZ","H",NA
"Cumhuriyet Halk Partisi, Atatürkçülüğü ve sosyal demokrasinin evrensel ilkelerini 21. Yüzyıl koşullarında buluşturan ve harmanlayan bir partidir.","504",NA
"Cumhuriyet Halk Partisi, İnsan haklarına","201.2",NA
"ve çoğulcu demokrasiye dayalı Cumhuriyetçiliğin;","202.1",NA
"Eşit yurttaşlık anlayışıyla kültürel zenginliklerimizi kucaklayan Atatürk Milliyetçiliğinin;","607.1",NA
"Sosyal adaleti ve insani kalkınmayı temel kabul eden Devletçiliğin;","412",NA
"Farklı yaşam tarzlarına ve inançlara saygılı Laikliğin;","607.1",NA
"Hümanist ve dayanışmacı Halkçılığın;","606.2",NA
"Aydınlanmanın ve demokratik Devrimciliğin partisidir.","202.1",NA
"BİZ, ÖZGÜR YURTTAŞLARIN VE BİR ARADA YAŞAMIN PARTİSİYİZ","H",NA
"Türkiye, bir kırılma noktasında.","305.1",NA
"Türkiye, bugün tarihi bir kararın eşiğinde.","305.1",NA
"Özgür yurttaşlar olarak kardeşçe bir arada mı yaşayacağız?","606.2",NA
"Yoksa özgürlüğünü yitirmiş ve birbirinden uzaklaşmış kalabalıklara mı dönüşeceğiz?","201.2",NA
"Ülkemiz bugün, kişiselleşmiş, keyfileşmiş tek adam rejiminin tehdidi altındadır.","202.1",NA
"Demokrasimiz, derin bir krizin içindedir.","202.1",NA
