"text","cmp_code","eu_code"
"UMUTLU BİR GELECEK İÇİN BÜYÜK DÖNÜŞÜM HEDEFLERİ","H",NA
"Türkiye’de yurttaşların yaşam koşullarını iyileştiren, Türkiye’yi dünyanın saygın ülkeleri arasına sokan her büyük dönüşümde Cumhuriyet Halk Partisi’nin imzası vardır.","305.1",NA
"Halkımızdan aldığı büyük güçle ulusal bağımsızlığımızı sağlayan ve Türkiye Cumhuriyeti’ni kuran, Mustafa Kemal Atatürk’ün öncülüğündeki CHP’dir.","305.1",NA
"CHP’nin önderliğini yaptığı çağdaşlaşma ve kalkınma atılımı, dünya tarihinde eşine az rastlanır başarılarla doludur.","305.1",NA
"Milli egemenliğin tesis edilmesi, eşit oy hakkının kabul edilmesi, kadın-erkek eşitliğinin sağlanması, CHP sayesinde atılan adımlardır.","305.1",NA
"CHP, Türkiye’nin ilk büyük sanayileşme hamlesini gerçekleştirmiş, ilk büyük eğitim reformunu hayata geçirmiş ve çağdaş bir sosyal devlet inşasının ilk adımlarını atmıştır.","305.1",NA
"Çok partili yaşama geçilmesi, CHP’nin ortaya koyduğu güçlü iradenin sonucudur.","305.1",NA
"Hepsinden önemlisi, CHP ülkemizi, dünyada altmış milyon insanının yaşamını yitirdiği, tarihin en büyük acılarının yaşandığı, sekiz yıl süren büyük bir savaşın dışında tutmuş ve tek bir yurttaşımızın dahi burnunun kanamasına izin vermemiştir.","305.1",NA
"“Yurtta barış, dünyada barış” ilkesini benimseyen CHP, yurttaşlarımızın geleceğe yönelik umutlarının azaldığı her dönemde, umutlu geleceğin kapısını aralayan parti olmuştur.","305.1",NA
"Ülkemizdeki en büyük dönüşümleri gerçekleştiren CHP, Türkiye’nin bugün içinde bulunduğu ortamda da tarihi sorumluluğunun farkındadır.","305.1",NA
"Türkiye hep “kalkınmakta olan ülke” olarak kalmaya, kalkınmanın ikinci ligine sıkışmaya mahkûm değildir.","410",NA
"Türkiye zengin insan kaynakları ve tarihi birikimi ile kalkınmış ülkeler arasına girebilecek donanıma sahiptir.","410",NA
"Türkiye’nin kalkınmış ülkeler arasına girebilmesi için yeni ve kapsamlı bir dönüşüme ihtiyaç vardır.","410",NA
"İnsani kalkınmışlık çağdaş dünyada başarının ana ölçütüdür.","410",NA
"İnsani kalkınmışlık için doğa ile uyum içinde gelişen bir ekonominin yanı sıra güçlü kurum ve kurallara sahip bir demokrasi, temel hak ve özgürlüklerin korunduğu bir hukuk düzeni gereklidir.","410",NA
